_BACKGROUND,5p,10p,15p
ATP11C,ATP11C,ATP11C,ATP11C
KCNH7,KCNH7,KCNH7,KCNH7
SLC22A3,SLC22A3,SLC22A3,SLC22A3
DAPK1,DAPK1,DAPK1,DAPK1
SLC22A23,SLC22A23,SLC22A23,SLC22A23
NRK,NRK,NRK,NRK
TCF12,TCF12,TCF12,TCF12
DNAH9,DNAH9,DNAH9,DNAH9
NFATC3,NFATC3,NFATC3,NFATC3
MAK,MAK,MAK,MAK
ASXL1,ASXL1,ASXL1,ASXL1
IRF8,IRF8,IRF8,IRF8
BCOR,BCOR,BCOR,BCOR
FOXO1,FOXO1,FOXO1,FOXO1
SREBF2,SREBF2,SREBF2,SREBF2
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
XPOT,XPOT,XPOT,XPOT
ZBTB38,ZBTB38,ZBTB38,ZBTB38
AHRR,AHRR,AHRR,AHRR
ESR2,ESR2,ESR2,ESR2
KITLG,KITLG,KITLG,KITLG
CTBP2,CTBP2,CTBP2,CTBP2
GOLIM4,GOLIM4,GOLIM4,GOLIM4
PLAG1,PLAG1,PLAG1,PLAG1
PLEKHA2,PLEKHA2,PLEKHA2,PLEKHA2
CCNI,CCNI,CCNI,CCNI
COL12A1,COL12A1,COL12A1,COL12A1
TRPS1,TRPS1,TRPS1,TRPS1
FGF14-AS2,FGF14-AS2,FGF14-AS2,FGF14-AS2
PHACTR3,PHACTR3,PHACTR3,PHACTR3
PPFIBP1,PPFIBP1,PPFIBP1,PPFIBP1
TYW3,TYW3,TYW3,TYW3
SLC35G2,SLC35G2,SLC35G2,SLC35G2
ZBTB16,ZBTB16,ZBTB16,ZBTB16
PRDM10,PRDM10,PRDM10,PRDM10
HAPLN1,HAPLN1,HAPLN1,HAPLN1
ZNF814,ZNF814,ZNF814,ZNF814
NHS,NHS,NHS,NHS
KCNJ3,KCNJ3,KCNJ3,KCNJ3
TPPP,TPPP,TPPP,TPPP
EEPD1,EEPD1,EEPD1,EEPD1
ZNF430,ZNF430,ZNF430,ZNF430
PAPSS2,PAPSS2,PAPSS2,PAPSS2
MLXIPL,MLXIPL,MLXIPL,MLXIPL
ZNF398,ZNF398,ZNF398,ZNF398
CNTNAP5,CNTNAP5,CNTNAP5,CNTNAP5
HNF4A,HNF4A,HNF4A,HNF4A
TP73,TP73,TP73,TP73
LINC00461,LINC00461,LINC00461,LINC00461
KDM4B,KDM4B,KDM4B,KDM4B
TM9SF3,TM9SF3,TM9SF3,TM9SF3
NXN,NXN,NXN,NXN
ATP2B4,ATP2B4,ATP2B4,ATP2B4
AMOTL1,AMOTL1,AMOTL1,AMOTL1
GPM6A,GPM6A,GPM6A,GPM6A
SPOPL,SPOPL,SPOPL,SPOPL
MOB3A,MOB3A,MOB3A,MOB3A
ZBTB25,ZBTB25,ZBTB25,ZBTB25
HCN1,HCN1,HCN1,HCN1
RBBP5,RBBP5,RBBP5,RBBP5
EXTL3,EXTL3,EXTL3,EXTL3
PRKCH,PRKCH,PRKCH,PRKCH
VCAN,VCAN,VCAN,VCAN
TRIM55,TRIM55,TRIM55,TRIM55
ARPP21,ARPP21,ARPP21,ARPP21
ZSCAN5A,ZSCAN5A,ZSCAN5A,ZSCAN5A
STAT5A,STAT5A,STAT5A,STAT5A
SFTA3,SFTA3,SFTA3,SFTA3
STK39,STK39,STK39,STK39
FAM181A-AS1,FAM181A-AS1,FAM181A-AS1,FAM181A-AS1
NLGN1,NLGN1,NLGN1,NLGN1
GLCE,GLCE,GLCE,GLCE
CSMD1,CSMD1,CSMD1,CSMD1
ZNF300,ZNF300,ZNF300,ZNF300
CHM,CHM,CHM,CHM
PARD3B,PARD3B,PARD3B,PARD3B
EP300,EP300,EP300,EP300
NFIB,NFIB,NFIB,NFIB
LDLR,LDLR,LDLR,LDLR
ELFN1,ELFN1,ELFN1,ELFN1
SMAP2,SMAP2,SMAP2,SMAP2
KDM2A,KDM2A,KDM2A,KDM2A
NEDD4,NEDD4,NEDD4,NEDD4
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
EIF5,EIF5,EIF5,EIF5
GALNT14,GALNT14,GALNT14,GALNT14
ZNF14,ZNF14,ZNF14,ZNF14
KCTD8,KCTD8,KCTD8,KCTD8
NPAS2,NPAS2,NPAS2,NPAS2
LINC01551,LINC01551,LINC01551,LINC01551
NFE2L2,NFE2L2,NFE2L2,NFE2L2
LANCL3,LANCL3,LANCL3,LANCL3
CCDC178,CCDC178,CCDC178,CCDC178
PRDM5,PRDM5,PRDM5,PRDM5
LINC00894,LINC00894,LINC00894,LINC00894
PTPRM,PTPRM,PTPRM,PTPRM
BARX2,BARX2,BARX2,BARX2
SESN3,SESN3,SESN3,SESN3
CUX2,CUX2,CUX2,CUX2
TMEM64,TMEM64,TMEM64,TMEM64
MTHFD1,MTHFD1,MTHFD1,MTHFD1
HMG20A,HMG20A,HMG20A,HMG20A
YES1,YES1,YES1,YES1
SAMD4A,SAMD4A,SAMD4A,SAMD4A
SETBP1,SETBP1,SETBP1,SETBP1
EPB41L4B,EPB41L4B,EPB41L4B,EPB41L4B
CTTNBP2NL,CTTNBP2NL,CTTNBP2NL,CTTNBP2NL
PCDH9,PCDH9,PCDH9,PCDH9
NTNG1,NTNG1,NTNG1,NTNG1
ADAMTS5,ADAMTS5,ADAMTS5,ADAMTS5
ZSCAN1,ZSCAN1,ZSCAN1,ZSCAN1
CSGALNACT1,CSGALNACT1,CSGALNACT1,CSGALNACT1
TRG-AS1,TRG-AS1,TRG-AS1,TRG-AS1
ENOX1,ENOX1,ENOX1,ENOX1
EXO1,EXO1,EXO1,EXO1
RYK,,RYK,RYK
CELF5,,CELF5,CELF5
NETO2,,NETO2,NETO2
GRIK1,,GRIK1,GRIK1
ROBO1,,ROBO1,ROBO1
SDK1,,SDK1,SDK1
RHBDD1,,RHBDD1,RHBDD1
ALCAM,,ALCAM,ALCAM
OPRM1,,OPRM1,OPRM1
SPOCD1,,SPOCD1,SPOCD1
ART3,,ART3,ART3
HTR1E,,HTR1E,HTR1E
EMB,,EMB,EMB
LHFPL3,,LHFPL3,LHFPL3
ZBTB26,,ZBTB26,ZBTB26
FIP1L1,,FIP1L1,FIP1L1
CANX,,CANX,CANX
MARCH3,,MARCH3,MARCH3
GABRA1,,GABRA1,GABRA1
PUM3,,PUM3,PUM3
PPP1R16B,,PPP1R16B,PPP1R16B
EMID1,,EMID1,EMID1
ZNF518A,,ZNF518A,ZNF518A
ZNF532,,ZNF532,ZNF532
CDH26,,CDH26,CDH26
SOBP,,SOBP,SOBP
CACNA1G,,CACNA1G,CACNA1G
ZSCAN31,,ZSCAN31,ZSCAN31
SMOC2,,SMOC2,SMOC2
CNOT4,,CNOT4,CNOT4
MARCH1,,MARCH1,MARCH1
SEMA6A,,SEMA6A,SEMA6A
MAPK1,,MAPK1,MAPK1
LINC00354,,LINC00354,LINC00354
CHRM3-AS2,,CHRM3-AS2,CHRM3-AS2
CHRM5,,CHRM5,CHRM5
BTBD9,,BTBD9,BTBD9
MSMO1,,MSMO1,MSMO1
APOLD1,,APOLD1,APOLD1
SLC5A3,,SLC5A3,SLC5A3
NR1H4,,NR1H4,NR1H4
LINC00909,,LINC00909,LINC00909
PTPRG,,PTPRG,PTPRG
PLCB4,,PLCB4,PLCB4
CSMD3,,CSMD3,CSMD3
ELF4,,ELF4,ELF4
PHF21A,,PHF21A,PHF21A
ZNF175,,ZNF175,ZNF175
CDH18,,CDH18,CDH18
NCOA1,,NCOA1,NCOA1
MME,,MME,MME
ARX,,ARX,ARX
RBM8A,,RBM8A,RBM8A
TRAM2,,TRAM2,TRAM2
AHDC1,,AHDC1,AHDC1
MIPOL1,,MIPOL1,MIPOL1
TMEM108,,TMEM108,TMEM108
JAK2,,JAK2,JAK2
