_BACKGROUND,5p,10p,15p
SLC9C1,SLC9C1,SLC9C1,SLC9C1
RALB,RALB,RALB,RALB
EXT1,EXT1,EXT1,EXT1
NVL,NVL,NVL,NVL
KANSL1-AS1,KANSL1-AS1,KANSL1-AS1,KANSL1-AS1
SPATA6L,SPATA6L,SPATA6L,SPATA6L
PDE11A,PDE11A,PDE11A,PDE11A
USP13,USP13,USP13,USP13
KIAA0586,KIAA0586,KIAA0586,KIAA0586
TRIM36,TRIM36,TRIM36,TRIM36
SERPING1,SERPING1,SERPING1,SERPING1
DIRAS2,DIRAS2,DIRAS2,DIRAS2
USP53,USP53,USP53,USP53
SLX4IP,SLX4IP,SLX4IP,SLX4IP
RNF138,RNF138,RNF138,RNF138
VAPB,VAPB,VAPB,VAPB
SEMA3E,SEMA3E,SEMA3E,SEMA3E
HSP90AA1,HSP90AA1,HSP90AA1,HSP90AA1
TNFRSF19,TNFRSF19,TNFRSF19,TNFRSF19
MYO16,MYO16,MYO16,MYO16
ZNF706,ZNF706,ZNF706,ZNF706
CNTNAP3,CNTNAP3,CNTNAP3,CNTNAP3
MAP1B,MAP1B,MAP1B,MAP1B
ZNF518A,ZNF518A,ZNF518A,ZNF518A
RAB6B,RAB6B,RAB6B,RAB6B
AGL,AGL,AGL,AGL
ZKSCAN1,ZKSCAN1,ZKSCAN1,ZKSCAN1
FAM214A,FAM214A,FAM214A,FAM214A
GPR158,GPR158,GPR158,GPR158
RBP7,RBP7,RBP7,RBP7
ACTN2,ACTN2,ACTN2,ACTN2
RASAL2,RASAL2,RASAL2,RASAL2
SLFN5,SLFN5,SLFN5,SLFN5
SCRN1,SCRN1,SCRN1,SCRN1
GNB4,GNB4,GNB4,GNB4
ZNF576,ZNF576,ZNF576,ZNF576
CDKL2,CDKL2,CDKL2,CDKL2
ZDHHC2,ZDHHC2,ZDHHC2,ZDHHC2
CCDC122,CCDC122,CCDC122,CCDC122
KCTD8,KCTD8,KCTD8,KCTD8
NT5DC1,NT5DC1,NT5DC1,NT5DC1
MAST2,MAST2,MAST2,MAST2
CPM,CPM,CPM,CPM
INTU,INTU,INTU,INTU
TSC22D2,TSC22D2,TSC22D2,TSC22D2
STAT2,STAT2,STAT2,STAT2
AGBL3,AGBL3,AGBL3,AGBL3
ZHX1,ZHX1,ZHX1,ZHX1
CRMP1,CRMP1,CRMP1,CRMP1
TAB2,TAB2,TAB2,TAB2
