_BACKGROUND,5p,10p,15p
MCM3AP-AS1,MCM3AP-AS1,MCM3AP-AS1,MCM3AP-AS1
NISCH,NISCH,NISCH,NISCH
GIGYF2,GIGYF2,GIGYF2,GIGYF2
ACVR2A,ACVR2A,ACVR2A,ACVR2A
FAM126A,FAM126A,FAM126A,FAM126A
LRRC20,LRRC20,LRRC20,LRRC20
HOOK2,HOOK2,HOOK2,HOOK2
FJX1,FJX1,FJX1,FJX1
IQSEC3,IQSEC3,IQSEC3,IQSEC3
PHACTR4,PHACTR4,PHACTR4,PHACTR4
BAIAP2-DT,BAIAP2-DT,BAIAP2-DT,BAIAP2-DT
PPP4R3A,PPP4R3A,PPP4R3A,PPP4R3A
ACTR1B,ACTR1B,ACTR1B,ACTR1B
SRRM2,SRRM2,SRRM2,SRRM2
FMNL1,FMNL1,FMNL1,FMNL1
SYT12,SYT12,SYT12,SYT12
XRN2,XRN2,XRN2,XRN2
CBLL1,CBLL1,CBLL1,CBLL1
ZC2HC1A,ZC2HC1A,ZC2HC1A,ZC2HC1A
TMX1,TMX1,TMX1,TMX1
INHBA-AS1,INHBA-AS1,INHBA-AS1,INHBA-AS1
SOCS2-AS1,SOCS2-AS1,SOCS2-AS1,SOCS2-AS1
RGPD5,RGPD5,RGPD5,RGPD5
KIF1A,KIF1A,KIF1A,KIF1A
USP34,USP34,USP34,USP34
ENG,ENG,ENG,ENG
RAB3D,RAB3D,RAB3D,RAB3D
MGAT4C,MGAT4C,MGAT4C,MGAT4C
PNISR,PNISR,PNISR,PNISR
PBX1,PBX1,PBX1,PBX1
PRC1,PRC1,PRC1,PRC1
PPP1R7,PPP1R7,PPP1R7,PPP1R7
RRP15,RRP15,RRP15,RRP15
PAX8-AS1,PAX8-AS1,PAX8-AS1,PAX8-AS1
CDH9,CDH9,CDH9,CDH9
MBNL2,MBNL2,MBNL2,MBNL2
EN2,EN2,EN2,EN2
TRPM6,TRPM6,TRPM6,TRPM6
SYN2,SYN2,SYN2,SYN2
RBM24,RBM24,RBM24,RBM24
SDK1,SDK1,SDK1,SDK1
STX6,STX6,STX6,STX6
SDC4,SDC4,SDC4,SDC4
PSMB2,PSMB2,PSMB2,PSMB2
ST3GAL6-AS1,ST3GAL6-AS1,ST3GAL6-AS1,ST3GAL6-AS1
RTEL1,RTEL1,RTEL1,RTEL1
SPATA13,SPATA13,SPATA13,SPATA13
RIT2,RIT2,RIT2,RIT2
BRINP1,BRINP1,BRINP1,BRINP1
C9orf72,C9orf72,C9orf72,C9orf72
TMEM266,TMEM266,TMEM266,TMEM266
ZNF846,ZNF846,ZNF846,ZNF846
ZNF780B,ZNF780B,ZNF780B,ZNF780B
ZNF385A,ZNF385A,ZNF385A,ZNF385A
DOCK4,DOCK4,DOCK4,DOCK4
JADE1,JADE1,JADE1,JADE1
