_BACKGROUND,5p,10p,15p
SLC16A2,SLC16A2,SLC16A2,SLC16A2
CCDC18-AS1,CCDC18-AS1,CCDC18-AS1,CCDC18-AS1
ZBTB46,ZBTB46,ZBTB46,ZBTB46
TEC,TEC,TEC,TEC
LINC01708,LINC01708,LINC01708,LINC01708
LINC01478,LINC01478,LINC01478,LINC01478
LAMA2,LAMA2,LAMA2,LAMA2
ZNF146,ZNF146,ZNF146,ZNF146
NECTIN3-AS1,NECTIN3-AS1,NECTIN3-AS1,NECTIN3-AS1
RIPOR2,RIPOR2,RIPOR2,RIPOR2
ZNF226,ZNF226,ZNF226,ZNF226
ZNF577,ZNF577,ZNF577,ZNF577
DPYD,DPYD,DPYD,DPYD
SHISA9,SHISA9,SHISA9,SHISA9
ADCYAP1,ADCYAP1,ADCYAP1,ADCYAP1
GABPB1,GABPB1,GABPB1,GABPB1
STARD13,STARD13,STARD13,STARD13
ZNF555,ZNF555,ZNF555,ZNF555
EZH2,EZH2,EZH2,EZH2
SMARCA5,SMARCA5,SMARCA5,SMARCA5
LINC00511,LINC00511,LINC00511,LINC00511
MARCH8,MARCH8,MARCH8,MARCH8
ATP2C2,ATP2C2,ATP2C2,ATP2C2
TVP23C,TVP23C,TVP23C,TVP23C
ZBTB2,ZBTB2,ZBTB2,ZBTB2
MARCH1,MARCH1,MARCH1,MARCH1
LINC01721,LINC01721,LINC01721,LINC01721
GPC6,GPC6,GPC6,GPC6
LHFPL2,LHFPL2,LHFPL2,LHFPL2
CCBE1,CCBE1,CCBE1,CCBE1
DLGAP1-AS5,DLGAP1-AS5,DLGAP1-AS5,DLGAP1-AS5
UPP2,UPP2,UPP2,UPP2
ZFY,ZFY,ZFY,ZFY
PPP4R4,PPP4R4,PPP4R4,PPP4R4
ZBTB26,ZBTB26,ZBTB26,ZBTB26
KCNG1,KCNG1,KCNG1,KCNG1
TDRD5,TDRD5,TDRD5,TDRD5
NETO2,NETO2,NETO2,NETO2
SLC6A13,SLC6A13,SLC6A13,SLC6A13
PRAG1,PRAG1,PRAG1,PRAG1
ME1,ME1,ME1,ME1
SNTG1,SNTG1,SNTG1,SNTG1
GPRIN3,GPRIN3,GPRIN3,GPRIN3
LINC00470,LINC00470,LINC00470,LINC00470
ZNF180,ZNF180,ZNF180,ZNF180
AHDC1,AHDC1,AHDC1,AHDC1
TMEM135,TMEM135,TMEM135,TMEM135
FEZF2,FEZF2,FEZF2,FEZF2
SFMBT1,SFMBT1,SFMBT1,SFMBT1
ABCB11,ABCB11,ABCB11,ABCB11
FAM153A,FAM153A,FAM153A,FAM153A
CANX,CANX,CANX,CANX
MXI1,MXI1,MXI1,MXI1
KDM3A,KDM3A,KDM3A,KDM3A
KHDRBS2,KHDRBS2,KHDRBS2,KHDRBS2
PRRT1,PRRT1,PRRT1,PRRT1
GRIK2,GRIK2,GRIK2,GRIK2
ETS2,ETS2,ETS2,ETS2
ANKRD44,ANKRD44,ANKRD44,ANKRD44
TXK,TXK,TXK,TXK
MAP3K5,MAP3K5,MAP3K5,MAP3K5
ELL2,ELL2,ELL2,ELL2
CPNE5,CPNE5,CPNE5,CPNE5
SRGAP1,SRGAP1,SRGAP1,SRGAP1
PRKD1,PRKD1,PRKD1,PRKD1
NKAIN3,NKAIN3,NKAIN3,NKAIN3
PAG1,PAG1,PAG1,PAG1
FARP1,FARP1,FARP1,FARP1
HDAC2,HDAC2,HDAC2,HDAC2
SFMBT2,SFMBT2,SFMBT2,SFMBT2
SNAPC4,SNAPC4,SNAPC4,SNAPC4
GRID2,GRID2,GRID2,GRID2
GRIA3,GRIA3,GRIA3,GRIA3
LINC02338,LINC02338,LINC02338,LINC02338
CPEB2,CPEB2,CPEB2,CPEB2
ARMC7,ARMC7,ARMC7,ARMC7
PPP2R2A,PPP2R2A,PPP2R2A,PPP2R2A
FBN1,FBN1,FBN1,FBN1
ZNF800,ZNF800,ZNF800,ZNF800
ATF7,ATF7,ATF7,ATF7
MEIS2,MEIS2,MEIS2,MEIS2
CCDC178,CCDC178,CCDC178,CCDC178
TET1,TET1,TET1,TET1
LINC00276,LINC00276,LINC00276,LINC00276
ENTPD1-AS1,ENTPD1-AS1,ENTPD1-AS1,ENTPD1-AS1
PLOD2,PLOD2,PLOD2,PLOD2
DAW1,DAW1,DAW1,DAW1
PTPRM,PTPRM,PTPRM,PTPRM
UGDH,UGDH,UGDH,UGDH
INTS6,INTS6,INTS6,INTS6
IGSF11,IGSF11,IGSF11,IGSF11
ZNF596,ZNF596,ZNF596,ZNF596
CNTN5,CNTN5,CNTN5,CNTN5
KSR1,KSR1,KSR1,KSR1
PLCL1,PLCL1,PLCL1,PLCL1
LINC01954,LINC01954,LINC01954,LINC01954
AMOT,AMOT,AMOT,AMOT
RASGRP1,RASGRP1,RASGRP1,RASGRP1
PAQR8,PAQR8,PAQR8,PAQR8
FAT4,FAT4,FAT4,FAT4
KLHL1,KLHL1,KLHL1,KLHL1
PCSK5,PCSK5,PCSK5,PCSK5
ZNF592,ZNF592,ZNF592,ZNF592
RAB3C,RAB3C,RAB3C,RAB3C
RAB3IP,RAB3IP,RAB3IP,RAB3IP
MDGA2,MDGA2,MDGA2,MDGA2
SLC44A1,SLC44A1,SLC44A1,SLC44A1
SCMH1,SCMH1,SCMH1,SCMH1
CEBPG,CEBPG,CEBPG,CEBPG
PLPPR1,PLPPR1,PLPPR1,PLPPR1
BRINP1,BRINP1,BRINP1,BRINP1
WRNIP1,WRNIP1,WRNIP1,WRNIP1
ADAM29,ADAM29,ADAM29,ADAM29
TTC28,TTC28,TTC28,TTC28
SOHLH2,SOHLH2,SOHLH2,SOHLH2
ZNF43,ZNF43,ZNF43,ZNF43
LINC00390,LINC00390,LINC00390,LINC00390
DMXL2,DMXL2,DMXL2,DMXL2
ZNF322,ZNF322,ZNF322,ZNF322
BCAM,BCAM,BCAM,BCAM
EPC2,EPC2,EPC2,EPC2
SP1,SP1,SP1,SP1
RANBP10,RANBP10,RANBP10,RANBP10
CRIM1,CRIM1,CRIM1,CRIM1
CCNYL1,CCNYL1,CCNYL1,CCNYL1
ZNF804A,ZNF804A,ZNF804A,ZNF804A
ATXN10,ATXN10,ATXN10,ATXN10
PLS3,PLS3,PLS3,PLS3
TCF7L2,TCF7L2,TCF7L2,TCF7L2
LMO3,LMO3,LMO3,LMO3
MMP16,MMP16,MMP16,MMP16
KLHL29,KLHL29,KLHL29,KLHL29
IL12A-AS1,IL12A-AS1,IL12A-AS1,IL12A-AS1
FANK1,FANK1,FANK1,FANK1
SLIT3,SLIT3,SLIT3,SLIT3
COL12A1,COL12A1,COL12A1,COL12A1
MLF1,MLF1,MLF1,MLF1
CACHD1,CACHD1,CACHD1,CACHD1
TRAM2,TRAM2,TRAM2,TRAM2
RMDN2-AS1,RMDN2-AS1,RMDN2-AS1,RMDN2-AS1
LINC01550,LINC01550,LINC01550,LINC01550
RNF217,RNF217,RNF217,RNF217
CTXN3,CTXN3,CTXN3,CTXN3
KLF9,KLF9,KLF9,KLF9
LINC00326,LINC00326,LINC00326,LINC00326
COL9A1,COL9A1,COL9A1,COL9A1
MEF2D,MEF2D,MEF2D,MEF2D
ZNF331,,ZNF331,ZNF331
FRYL,,FRYL,FRYL
ARG1,,ARG1,ARG1
CRYM,,CRYM,CRYM
ADCY8,,ADCY8,ADCY8
TMTC2,,TMTC2,TMTC2
ATP10A,,ATP10A,ATP10A
STYK1,,STYK1,STYK1
HMGCS1,,HMGCS1,HMGCS1
KCTD8,,KCTD8,KCTD8
DPP10,,DPP10,DPP10
ZNRF2,,ZNRF2,ZNRF2
DLC1,,DLC1,DLC1
RAB27B,,RAB27B,RAB27B
GRB14,,GRB14,GRB14
FBXL17,,FBXL17,FBXL17
ERF,,ERF,ERF
ATP1A3,,ATP1A3,ATP1A3
ZNF431,,ZNF431,ZNF431
SERPINE2,,SERPINE2,SERPINE2
CD24,,CD24,CD24
HSF2,,HSF2,HSF2
UBP1,,UBP1,UBP1
TPT1,,TPT1,TPT1
CDON,,CDON,CDON
TGFB2,,TGFB2,TGFB2
ANOS1,,ANOS1,ANOS1
TCF7L1,,TCF7L1,TCF7L1
NHS,,NHS,NHS
MEG3,,MEG3,MEG3
ARHGEF28,,ARHGEF28,ARHGEF28
