_BACKGROUND,5p,10p,15p
GRIK2,GRIK2,GRIK2,GRIK2
ALK,ALK,ALK,ALK
ZNF706,ZNF706,ZNF706,ZNF706
GAD1,GAD1,GAD1,GAD1
AAMDC,AAMDC,AAMDC,AAMDC
TRPC3,TRPC3,TRPC3,TRPC3
NXPH2,NXPH2,NXPH2,NXPH2
MATN2,MATN2,MATN2,MATN2
MYBL1,MYBL1,MYBL1,MYBL1
KLHL13,KLHL13,KLHL13,KLHL13
RNF217,RNF217,RNF217,RNF217
CYP20A1,CYP20A1,CYP20A1,CYP20A1
RIMS1,RIMS1,RIMS1,RIMS1
NFIL3,NFIL3,NFIL3,NFIL3
STON1-GTF2A1L,STON1-GTF2A1L,STON1-GTF2A1L,STON1-GTF2A1L
SP4,SP4,SP4,SP4
LINC00943,LINC00943,LINC00943,LINC00943
TUBA1A,TUBA1A,TUBA1A,TUBA1A
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
MYADM,MYADM,MYADM,MYADM
SNU13,SNU13,SNU13,SNU13
STUB1,STUB1,STUB1,STUB1
SEMA6D,SEMA6D,SEMA6D,SEMA6D
CPLX1,CPLX1,CPLX1,CPLX1
CALM3,CALM3,CALM3,CALM3
GLIS1,GLIS1,GLIS1,GLIS1
BHLHE40,BHLHE40,BHLHE40,BHLHE40
SCN2B,SCN2B,SCN2B,SCN2B
TSPYL1,TSPYL1,TSPYL1,TSPYL1
ZBTB18,ZBTB18,ZBTB18,ZBTB18
ZNF592,ZNF592,ZNF592,ZNF592
POU3F1,POU3F1,POU3F1,POU3F1
TMEM218,TMEM218,TMEM218,TMEM218
RGS4,RGS4,RGS4,RGS4
SPON2,SPON2,SPON2,SPON2
AP1S1,AP1S1,AP1S1,AP1S1
TRAF3,TRAF3,TRAF3,TRAF3
PEG10,PEG10,PEG10,PEG10
NTN4,NTN4,NTN4,NTN4
CDK5R2,CDK5R2,CDK5R2,CDK5R2
ADD3,ADD3,ADD3,ADD3
RAB1B,RAB1B,RAB1B,RAB1B
SLC24A3,SLC24A3,SLC24A3,SLC24A3
PXYLP1,PXYLP1,PXYLP1,PXYLP1
PCP4,PCP4,PCP4,PCP4
CELSR2,CELSR2,CELSR2,CELSR2
ITM2C,ITM2C,ITM2C,ITM2C
ATP1A1,ATP1A1,ATP1A1,ATP1A1
MBP,MBP,MBP,MBP
MARCH11,MARCH11,MARCH11,MARCH11
HEY2,HEY2,HEY2,HEY2
CREB3,CREB3,CREB3,CREB3
FAM66A,FAM66A,FAM66A,FAM66A
PTPRG,PTPRG,PTPRG,PTPRG
HMGCS1,HMGCS1,HMGCS1,HMGCS1
LUC7L2,LUC7L2,LUC7L2,LUC7L2
PLD1,PLD1,PLD1,PLD1
TPRG1L,TPRG1L,TPRG1L,TPRG1L
L3MBTL3,L3MBTL3,L3MBTL3,L3MBTL3
SLC38A9,SLC38A9,SLC38A9,SLC38A9
CTSB,CTSB,CTSB,CTSB
GPCPD1,GPCPD1,GPCPD1,GPCPD1
DNAH8,DNAH8,DNAH8,DNAH8
PSAP,PSAP,PSAP,PSAP
TBC1D3,TBC1D3,TBC1D3,TBC1D3
KDM4B,KDM4B,KDM4B,KDM4B
RTKN2,RTKN2,RTKN2,RTKN2
CIC,CIC,CIC,CIC
FEZF2,FEZF2,FEZF2,FEZF2
SLC7A14,SLC7A14,SLC7A14,SLC7A14
PAQR8,PAQR8,PAQR8,PAQR8
KIAA1549,KIAA1549,KIAA1549,KIAA1549
RNF208,RNF208,RNF208,RNF208
SOX9-AS1,SOX9-AS1,SOX9-AS1,SOX9-AS1
BEX1,BEX1,BEX1,BEX1
PDE8B,PDE8B,PDE8B,PDE8B
NEFM,NEFM,NEFM,NEFM
LINC01551,LINC01551,LINC01551,LINC01551
CDC14B,CDC14B,CDC14B,CDC14B
ALCAM,ALCAM,ALCAM,ALCAM
ZDHHC14,ZDHHC14,ZDHHC14,ZDHHC14
TENM4,TENM4,TENM4,TENM4
CREM,CREM,CREM,CREM
MAZ,,MAZ,MAZ
ANKRD50,,ANKRD50,ANKRD50
TPK1,,TPK1,TPK1
CDK5R1,,CDK5R1,CDK5R1
ARHGEF10,,ARHGEF10,ARHGEF10
PTBP3,,PTBP3,PTBP3
PRDM5,,PRDM5,PRDM5
RUFY3,,RUFY3,RUFY3
RELN,,RELN,RELN
LINC00472,,LINC00472,LINC00472
ADGRL2,,ADGRL2,ADGRL2
KITLG,,KITLG,KITLG
ZNF280C,,ZNF280C,ZNF280C
RAB28,,RAB28,RAB28
NEFH,,NEFH,NEFH
TUBB3,,TUBB3,TUBB3
MRC2,,MRC2,MRC2
NR2F2-AS1,,NR2F2-AS1,NR2F2-AS1
PCSK5,,PCSK5,PCSK5
SLC16A9,,SLC16A9,SLC16A9
ZEB2,,ZEB2,ZEB2
TAF1,,TAF1,TAF1
MOB3B,,MOB3B,MOB3B
CALM1,,CALM1,CALM1
RAD21,,RAD21,RAD21
ZNF784,,ZNF784,ZNF784
NORAD,,NORAD,NORAD
DTNA,,DTNA,DTNA
SYT11,,SYT11,SYT11
LINC00886,,LINC00886,LINC00886
KCNJ4,,KCNJ4,KCNJ4
MAST2,,MAST2,MAST2
ENAH,,ENAH,ENAH
GALNT3,,GALNT3,GALNT3
ATXN1,,ATXN1,ATXN1
AIMP2,,AIMP2,AIMP2
KLHL1,,KLHL1,KLHL1
SRSF12,,SRSF12,SRSF12
PIP5K1B,,PIP5K1B,PIP5K1B
ZNF280D,,ZNF280D,ZNF280D
NAV2,,NAV2,NAV2
SMIM10L2A,,SMIM10L2A,SMIM10L2A
SATB1-AS1,,SATB1-AS1,SATB1-AS1
USP12,,USP12,USP12
A1CF,,A1CF,A1CF
HIC1,,HIC1,HIC1
GRIN3A,,GRIN3A,GRIN3A
SRBD1,,SRBD1,SRBD1
TRPM3,,TRPM3,TRPM3
LRRN2,,LRRN2,LRRN2
LHX2,,LHX2,LHX2
HMGB3,,HMGB3,HMGB3
CBARP,,CBARP,CBARP
ZBTB5,,ZBTB5,ZBTB5
KLHL29,,KLHL29,KLHL29
LEPR,,LEPR,LEPR
WWC2,,WWC2,WWC2
SIRT6,,SIRT6,SIRT6
NONO,,NONO,NONO
CERS3,,CERS3,CERS3
LRTM1,,LRTM1,LRTM1
COL9A3,,COL9A3,COL9A3
ELK4,,ELK4,ELK4
NHS,,NHS,NHS
GAREM1,,GAREM1,GAREM1
GEMIN8,,GEMIN8,GEMIN8
SASH1,,SASH1,SASH1
APEX2,,APEX2,APEX2
HOMER1,,HOMER1,HOMER1
ESR2,,ESR2,ESR2
AK5,,AK5,AK5
NCAM2,,NCAM2,NCAM2
CHD1,,CHD1,CHD1
LIN28B-AS1,,LIN28B-AS1,LIN28B-AS1
PFKFB3,,PFKFB3,PFKFB3
CCND2-AS1,,CCND2-AS1,CCND2-AS1
HUNK,,HUNK,HUNK
ID2,,ID2,ID2
MEGF11,,MEGF11,MEGF11
MTHFD1,,MTHFD1,MTHFD1
HDAC4,,HDAC4,HDAC4
CPNE4,,CPNE4,CPNE4
NHLH1,,NHLH1,NHLH1
POU3F2,,POU3F2,POU3F2
FSTL4,,,FSTL4
CDYL,,,CDYL
PDE4B,,,PDE4B
PRR29,,,PRR29
KCNQ3,,,KCNQ3
SPRED1,,,SPRED1
SOX2,,,SOX2
UBE2Q2,,,UBE2Q2
NTNG1,,,NTNG1
DTWD2,,,DTWD2
MCPH1-AS1,,,MCPH1-AS1
ICK,,,ICK
SPRED2,,,SPRED2
ZNF222,,,ZNF222
HNRNPA1,,,HNRNPA1
KCNIP3,,,KCNIP3
USP6NL,,,USP6NL
RIN2,,,RIN2
KCNH1,,,KCNH1
RHOB,,,RHOB
ZNF711,,,ZNF711
GPBP1L1,,,GPBP1L1
UNC13B,,,UNC13B
DAB1,,,DAB1
SPATS2,,,SPATS2
CDH2,,,CDH2
STXBP3,,,STXBP3
FNDC4,,,FNDC4
TPPP,,,TPPP
FAM110B,,,FAM110B
SCN1B,,,SCN1B
KREMEN1,,,KREMEN1
KHDRBS3,,,KHDRBS3
DPP10-AS1,,,DPP10-AS1
ROBO3,,,ROBO3
HNRNPLL,,,HNRNPLL
NPNT,,,NPNT
KCTD1,,,KCTD1
ZNF385B,,,ZNF385B
TAPT1-AS1,,,TAPT1-AS1
TPO,,,TPO
NTM,,,NTM
AVEN,,,AVEN
EVA1C,,,EVA1C
NFAT5,,,NFAT5
BACH2,,,BACH2
EPHA5,,,EPHA5
SOX8,,,SOX8
NPTX2,,,NPTX2
CMTM8,,,CMTM8
IFI44,,,IFI44
CNTN4,,,CNTN4
PLA2G4A,,,PLA2G4A
MCHR2-AS1,,,MCHR2-AS1
RORA,,,RORA
TRPS1,,,TRPS1
ESRRA,,,ESRRA
BRINP1,,,BRINP1
TAF4B,,,TAF4B
PLS3,,,PLS3
SRGAP1,,,SRGAP1
TMTC4,,,TMTC4
ADCY2,,,ADCY2
NPAS2,,,NPAS2
SLC26A4,,,SLC26A4
NWD2,,,NWD2
CDH8,,,CDH8
ZBTB25,,,ZBTB25
PDE7A,,,PDE7A
