_BACKGROUND,5p,10p,15p
LIMA1,LIMA1,LIMA1,LIMA1
ZBED3,ZBED3,ZBED3,ZBED3
GRIN2A,GRIN2A,GRIN2A,GRIN2A
PROM1,PROM1,PROM1,PROM1
COL11A1,COL11A1,COL11A1,COL11A1
ROCK1,ROCK1,ROCK1,ROCK1
PTPRG,PTPRG,PTPRG,PTPRG
PDGFD,PDGFD,PDGFD,PDGFD
AGAP1,AGAP1,AGAP1,AGAP1
TENM4,TENM4,TENM4,TENM4
BCHE,BCHE,BCHE,BCHE
CALCRL,CALCRL,CALCRL,CALCRL
ZNF658,ZNF658,ZNF658,ZNF658
SLC39A10,SLC39A10,SLC39A10,SLC39A10
FAM133B,FAM133B,FAM133B,FAM133B
IL1RAP,IL1RAP,IL1RAP,IL1RAP
WIF1,WIF1,WIF1,WIF1
DPP10,DPP10,DPP10,DPP10
PAPSS2,PAPSS2,PAPSS2,PAPSS2
SVIL,SVIL,SVIL,SVIL
FMR1,FMR1,FMR1,FMR1
ABCC4,ABCC4,ABCC4,ABCC4
RFLNA,RFLNA,RFLNA,RFLNA
FAXDC2,FAXDC2,FAXDC2,FAXDC2
PPP1R9B,PPP1R9B,PPP1R9B,PPP1R9B
PECAM1,PECAM1,PECAM1,PECAM1
DPF1,DPF1,DPF1,DPF1
PLEKHM3,PLEKHM3,PLEKHM3,PLEKHM3
LOXL2,LOXL2,LOXL2,LOXL2
RAD54L2,RAD54L2,RAD54L2,RAD54L2
ABCA6,ABCA6,ABCA6,ABCA6
SLC1A2,SLC1A2,SLC1A2,SLC1A2
NOTCH4,NOTCH4,NOTCH4,NOTCH4
SLC12A6,SLC12A6,SLC12A6,SLC12A6
CCDC50,CCDC50,CCDC50,CCDC50
MIR124-2HG,MIR124-2HG,MIR124-2HG,MIR124-2HG
PARD3,PARD3,PARD3,PARD3
SLC35F1,SLC35F1,SLC35F1,SLC35F1
CD109,CD109,CD109,CD109
SEC24D,SEC24D,SEC24D,SEC24D
CDH6,CDH6,CDH6,CDH6
DOCK4,DOCK4,DOCK4,DOCK4
SCARB1,SCARB1,SCARB1,SCARB1
C2orf27A,C2orf27A,C2orf27A,C2orf27A
EMCN,EMCN,EMCN,EMCN
CLIP2,CLIP2,CLIP2,CLIP2
CPNE7,CPNE7,CPNE7,CPNE7
CEP112,CEP112,CEP112,CEP112
PTH2R,PTH2R,PTH2R,PTH2R
FAM184B,FAM184B,FAM184B,FAM184B
ZNF517,ZNF517,ZNF517,ZNF517
VIM-AS1,VIM-AS1,VIM-AS1,VIM-AS1
KBTBD12,KBTBD12,KBTBD12,KBTBD12
AKT3,AKT3,AKT3,AKT3
SHC2,SHC2,SHC2,SHC2
COBLL1,COBLL1,COBLL1,COBLL1
NEBL,NEBL,NEBL,NEBL
PLXNC1,PLXNC1,PLXNC1,PLXNC1
PCGF6,PCGF6,PCGF6,PCGF6
ITGA6,ITGA6,ITGA6,ITGA6
BBS9,BBS9,BBS9,BBS9
CHD5,CHD5,CHD5,CHD5
PTPRT,PTPRT,PTPRT,PTPRT
NOVA1,NOVA1,NOVA1,NOVA1
TMEM229B,TMEM229B,TMEM229B,TMEM229B
C1orf21,C1orf21,C1orf21,C1orf21
LUZP1,LUZP1,LUZP1,LUZP1
SPEN,SPEN,SPEN,SPEN
FLT3,FLT3,FLT3,FLT3
NLGN1,NLGN1,NLGN1,NLGN1
PRPF38B,PRPF38B,PRPF38B,PRPF38B
WIPF1,WIPF1,WIPF1,WIPF1
ATP10A,ATP10A,ATP10A,ATP10A
SEMA5A,SEMA5A,SEMA5A,SEMA5A
HACD1,HACD1,HACD1,HACD1
HS3ST4,HS3ST4,HS3ST4,HS3ST4
LGALS3,LGALS3,LGALS3,LGALS3
BLM,BLM,BLM,BLM
DENND2C,DENND2C,DENND2C,DENND2C
COL12A1,COL12A1,COL12A1,COL12A1
BICC1,BICC1,BICC1,BICC1
SYNDIG1,SYNDIG1,SYNDIG1,SYNDIG1
INSR,INSR,INSR,INSR
FCHO2,FCHO2,FCHO2,FCHO2
PPP1R12B,PPP1R12B,PPP1R12B,PPP1R12B
FER1L6-AS2,FER1L6-AS2,FER1L6-AS2,FER1L6-AS2
FAM122C,FAM122C,FAM122C,FAM122C
AMOTL1,AMOTL1,AMOTL1,AMOTL1
TMEM132C,TMEM132C,TMEM132C,TMEM132C
SLN,SLN,SLN,SLN
EOMES,EOMES,EOMES,EOMES
CACNG8,CACNG8,CACNG8,CACNG8
DISC1,DISC1,DISC1,DISC1
ZNF609,ZNF609,ZNF609,ZNF609
CDK13,CDK13,CDK13,CDK13
GOLGA8A,GOLGA8A,GOLGA8A,GOLGA8A
MPP7,MPP7,MPP7,MPP7
PDZD2,PDZD2,PDZD2,PDZD2
GYPC,GYPC,GYPC,GYPC
PRTG,PRTG,PRTG,PRTG
SPTBN1,SPTBN1,SPTBN1,SPTBN1
PRDM7,PRDM7,PRDM7,PRDM7
DSEL,DSEL,DSEL,DSEL
ADRA1A,ADRA1A,ADRA1A,ADRA1A
SHB,SHB,SHB,SHB
