_BACKGROUND,5p,10p,15p
ZNF530,ZNF530,ZNF530,ZNF530
GREB1L,GREB1L,GREB1L,GREB1L
VPS53,VPS53,VPS53,VPS53
SLC22A23,SLC22A23,SLC22A23,SLC22A23
GRIK4,GRIK4,GRIK4,GRIK4
SRRM4,SRRM4,SRRM4,SRRM4
SCD,SCD,SCD,SCD
FLRT2,FLRT2,FLRT2,FLRT2
PTPRN2,PTPRN2,PTPRN2,PTPRN2
PCDH9,PCDH9,PCDH9,PCDH9
CYFIP2,CYFIP2,CYFIP2,CYFIP2
MAP1B,MAP1B,MAP1B,MAP1B
SYP,SYP,SYP,SYP
LINGO2,LINGO2,LINGO2,LINGO2
GRID2,GRID2,GRID2,GRID2
KCNJ3,KCNJ3,KCNJ3,KCNJ3
GUCY1A2,GUCY1A2,GUCY1A2,GUCY1A2
GRIN2B,GRIN2B,GRIN2B,GRIN2B
GNAO1,GNAO1,GNAO1,GNAO1
SYT11,SYT11,SYT11,SYT11
CDKL5,CDKL5,CDKL5,CDKL5
OLFM1,OLFM1,OLFM1,OLFM1
PTPRS,PTPRS,PTPRS,PTPRS
FAM153B,FAM153B,FAM153B,FAM153B
FGF14,FGF14,FGF14,FGF14
NELL1,NELL1,NELL1,NELL1
PAK1,PAK1,PAK1,PAK1
ADCY2,ADCY2,ADCY2,ADCY2
VAMP2,VAMP2,VAMP2,VAMP2
CALM1,CALM1,CALM1,CALM1
GABRA4,GABRA4,GABRA4,GABRA4
HTR4,HTR4,HTR4,HTR4
ERC2,ERC2,ERC2,ERC2
KIAA1217,KIAA1217,KIAA1217,KIAA1217
EPB41L3,EPB41L3,EPB41L3,EPB41L3
EPHA5,EPHA5,EPHA5,EPHA5
GALNT13,GALNT13,GALNT13,GALNT13
PTPRF,PTPRF,PTPRF,PTPRF
ANKRD36C,ANKRD36C,ANKRD36C,ANKRD36C
DLGAP2,DLGAP2,DLGAP2,DLGAP2
STXBP1,STXBP1,STXBP1,STXBP1
NETO1,NETO1,NETO1,NETO1
CCSER1,CCSER1,CCSER1,CCSER1
CNKSR2,CNKSR2,CNKSR2,CNKSR2
STXBP5L,STXBP5L,STXBP5L,STXBP5L
FZD3,FZD3,FZD3,FZD3
GRIA4,GRIA4,GRIA4,GRIA4
CNTNAP2,CNTNAP2,CNTNAP2,CNTNAP2
MAPRE3,MAPRE3,MAPRE3,MAPRE3
ROBO2,ROBO2,ROBO2,ROBO2
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1
SYT14,SYT14,SYT14,SYT14
FN3KRP,FN3KRP,FN3KRP,FN3KRP
XPO7,XPO7,XPO7,XPO7
ARFGEF3,ARFGEF3,ARFGEF3,ARFGEF3
ATP8A1,ATP8A1,ATP8A1,ATP8A1
CBLN2,CBLN2,CBLN2,CBLN2
RAB40C,RAB40C,RAB40C,RAB40C
HOMER1,HOMER1,HOMER1,HOMER1
CELF2,CELF2,CELF2,CELF2
ZDHHC2,ZDHHC2,ZDHHC2,ZDHHC2
DCLK1,DCLK1,DCLK1,DCLK1
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
MARK1,MARK1,MARK1,MARK1
MMP17,MMP17,MMP17,MMP17
HOOK1,HOOK1,HOOK1,HOOK1
IRS2,IRS2,IRS2,IRS2
PTPN4,PTPN4,PTPN4,PTPN4
RCAN2,RCAN2,RCAN2,RCAN2
NCAM1,NCAM1,NCAM1,NCAM1
UNC13A,UNC13A,UNC13A,UNC13A
GABRB2,GABRB2,GABRB2,GABRB2
KCNH8,KCNH8,KCNH8,KCNH8
WWC1,WWC1,WWC1,WWC1
VSNL1,VSNL1,VSNL1,VSNL1
PHACTR3,PHACTR3,PHACTR3,PHACTR3
OSBPL6,OSBPL6,OSBPL6,OSBPL6
STRADB,STRADB,STRADB,STRADB
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
CADM2,CADM2,CADM2,CADM2
NIN,NIN,NIN,NIN
KIF1B,KIF1B,KIF1B,KIF1B
ZNF226,ZNF226,ZNF226,ZNF226
GABRA3,GABRA3,GABRA3,GABRA3
CCNI,CCNI,CCNI,CCNI
GRM5,GRM5,GRM5,GRM5
BDP1,BDP1,BDP1,BDP1
WDR17,WDR17,WDR17,WDR17
PRR16,PRR16,PRR16,PRR16
MEF2D,MEF2D,MEF2D,MEF2D
SYT7,SYT7,SYT7,SYT7
ENOX1,ENOX1,ENOX1,ENOX1
SYT1,SYT1,SYT1,SYT1
MTF2,MTF2,MTF2,MTF2
MAP2,MAP2,MAP2,MAP2
PCDH7,PCDH7,PCDH7,PCDH7
LRFN5,LRFN5,LRFN5,LRFN5
PCSK5,PCSK5,PCSK5,PCSK5
ADAMTS3,ADAMTS3,ADAMTS3,ADAMTS3
MLLT11,MLLT11,MLLT11,MLLT11
PPP1R9A,PPP1R9A,PPP1R9A,PPP1R9A
ARPP21,ARPP21,ARPP21,ARPP21
CDH8,CDH8,CDH8,CDH8
SERPINI1,SERPINI1,SERPINI1,SERPINI1
PRKACB,PRKACB,PRKACB,PRKACB
CCDC92,CCDC92,CCDC92,CCDC92
KCNJ6,KCNJ6,KCNJ6,KCNJ6
GABRG2,GABRG2,GABRG2,GABRG2
ZNF45,ZNF45,ZNF45,ZNF45
MMP16,MMP16,MMP16,MMP16
RAB40B,RAB40B,RAB40B,RAB40B
SYBU,SYBU,SYBU,SYBU
LAMP5,LAMP5,LAMP5,LAMP5
TTLL7,TTLL7,TTLL7,TTLL7
PDZD2,PDZD2,PDZD2,PDZD2
DNAJC6,DNAJC6,DNAJC6,DNAJC6
ABR,ABR,ABR,ABR
ATRNL1,ATRNL1,ATRNL1,ATRNL1
PLCL2,PLCL2,PLCL2,PLCL2
CCDC88A,CCDC88A,CCDC88A,CCDC88A
GRIA2,GRIA2,GRIA2,GRIA2
RALYL,RALYL,RALYL,RALYL
ADGRB3,ADGRB3,ADGRB3,ADGRB3
ZNF275,ZNF275,ZNF275,ZNF275
DPP6,DPP6,DPP6,DPP6
MIR9-3HG,MIR9-3HG,MIR9-3HG,MIR9-3HG
SEC62,SEC62,SEC62,SEC62
SLC23A2,SLC23A2,SLC23A2,SLC23A2
MAP7,MAP7,MAP7,MAP7
DAB1,DAB1,DAB1,DAB1
PHACTR2,PHACTR2,PHACTR2,PHACTR2
CNTN4,CNTN4,CNTN4,CNTN4
NFASC,NFASC,NFASC,NFASC
SPTBN4,SPTBN4,SPTBN4,SPTBN4
SGCZ,SGCZ,SGCZ,SGCZ
GRIK2,GRIK2,GRIK2,GRIK2
DLG3,DLG3,DLG3,DLG3
MAML3,MAML3,MAML3,MAML3
CSMD3,CSMD3,CSMD3,CSMD3
HDAC9,HDAC9,HDAC9,HDAC9
ZNF883,ZNF883,ZNF883,ZNF883
CACNG8,CACNG8,CACNG8,CACNG8
PPM1L,PPM1L,PPM1L,PPM1L
