_BACKGROUND,5p,10p,15p
RNF157,RNF157,RNF157,RNF157
AFF4,AFF4,AFF4,AFF4
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
ZNF33A,ZNF33A,ZNF33A,ZNF33A
KMT2A,KMT2A,KMT2A,KMT2A
CUX1,CUX1,CUX1,CUX1
EFNA5,EFNA5,EFNA5,EFNA5
CNOT4,CNOT4,CNOT4,CNOT4
NRGN,NRGN,NRGN,NRGN
SPAG16,SPAG16,SPAG16,SPAG16
NCOA2,NCOA2,NCOA2,NCOA2
REV3L,REV3L,REV3L,REV3L
RND3,RND3,RND3,RND3
LRRTM2,LRRTM2,LRRTM2,LRRTM2
ADGRL2,ADGRL2,ADGRL2,ADGRL2
SUPT3H,SUPT3H,SUPT3H,SUPT3H
MAP2K5,MAP2K5,MAP2K5,MAP2K5
FAM49B,FAM49B,FAM49B,FAM49B
GPHN,GPHN,GPHN,GPHN
TMEM241,TMEM241,TMEM241,TMEM241
DMD,DMD,DMD,DMD
RNF208,RNF208,RNF208,RNF208
TUBA1A,TUBA1A,TUBA1A,TUBA1A
CREB1,CREB1,CREB1,CREB1
HP1BP3,HP1BP3,HP1BP3,HP1BP3
ZNF644,ZNF644,ZNF644,ZNF644
IRF5,IRF5,IRF5,IRF5
PALMD,PALMD,PALMD,PALMD
RORA,RORA,RORA,RORA
ZNF652,ZNF652,ZNF652,ZNF652
CCNJ,CCNJ,CCNJ,CCNJ
NCOR1,NCOR1,NCOR1,NCOR1
ASAP1,ASAP1,ASAP1,ASAP1
C5orf30,C5orf30,C5orf30,C5orf30
C3orf67,C3orf67,C3orf67,C3orf67
RASGRF1,RASGRF1,RASGRF1,RASGRF1
COPS4,COPS4,COPS4,COPS4
NR6A1,NR6A1,NR6A1,NR6A1
NFIA,NFIA,NFIA,NFIA
CAMK2N2,CAMK2N2,CAMK2N2,CAMK2N2
TTC22,TTC22,TTC22,TTC22
GTF2I,GTF2I,GTF2I,GTF2I
SLC16A1,SLC16A1,SLC16A1,SLC16A1
RASGEF1C,RASGEF1C,RASGEF1C,RASGEF1C
FAM107B,FAM107B,FAM107B,FAM107B
NEURL1,NEURL1,NEURL1,NEURL1
LCOR,LCOR,LCOR,LCOR
ARNT,ARNT,ARNT,ARNT
HIVEP1,HIVEP1,HIVEP1,HIVEP1
NPAS2,NPAS2,NPAS2,NPAS2
CLIP2,CLIP2,CLIP2,CLIP2
TNFAIP6,TNFAIP6,TNFAIP6,TNFAIP6
MGLL,MGLL,MGLL,MGLL
NFE2L2,NFE2L2,NFE2L2,NFE2L2
XG,XG,XG,XG
STARD13,STARD13,STARD13,STARD13
CC2D2B,CC2D2B,CC2D2B,CC2D2B
FRMD6,FRMD6,FRMD6,FRMD6
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
HNF4G,HNF4G,HNF4G,HNF4G
ERBB4,ERBB4,ERBB4,ERBB4
FAM169A,FAM169A,FAM169A,FAM169A
KCTD1,KCTD1,KCTD1,KCTD1
AP1S3,AP1S3,AP1S3,AP1S3
KLHL29,KLHL29,KLHL29,KLHL29
ZBTB37,ZBTB37,ZBTB37,ZBTB37
FOXJ3,FOXJ3,FOXJ3,FOXJ3
KIAA1217,KIAA1217,KIAA1217,KIAA1217
ZNF205,ZNF205,ZNF205,ZNF205
LINC01138,LINC01138,LINC01138,LINC01138
SMAD4,SMAD4,SMAD4,SMAD4
FAM135B,FAM135B,FAM135B,FAM135B
PACRG,PACRG,PACRG,PACRG
LHFPL5,LHFPL5,LHFPL5,LHFPL5
MBNL2,MBNL2,MBNL2,MBNL2
ZNRF3,ZNRF3,ZNRF3,ZNRF3
ZNF248,ZNF248,ZNF248,ZNF248
GPR158,GPR158,GPR158,GPR158
ZNF816,ZNF816,ZNF816,ZNF816
LINC00390,LINC00390,LINC00390,LINC00390
RFX1,RFX1,RFX1,RFX1
SIRT6,SIRT6,SIRT6,SIRT6
NRF1,NRF1,NRF1,NRF1
ITGA8,ITGA8,ITGA8,ITGA8
RNLS,RNLS,RNLS,RNLS
ATP8A2,ATP8A2,ATP8A2,ATP8A2
STMN1,STMN1,STMN1,STMN1
DLG2,DLG2,DLG2,DLG2
NEK11,NEK11,NEK11,NEK11
POLR3A,POLR3A,POLR3A,POLR3A
TMSB4X,TMSB4X,TMSB4X,TMSB4X
PSMA7,PSMA7,PSMA7,PSMA7
CADM2,CADM2,CADM2,CADM2
RBPJ,RBPJ,RBPJ,RBPJ
KIF13B,KIF13B,KIF13B,KIF13B
ETV6,ETV6,ETV6,ETV6
CACNB1,CACNB1,CACNB1,CACNB1
CCDC148,CCDC148,CCDC148,CCDC148
MAPKBP1,MAPKBP1,MAPKBP1,MAPKBP1
BNC1,BNC1,BNC1,BNC1
ZNF704,ZNF704,ZNF704,ZNF704
BCAR3,BCAR3,BCAR3,BCAR3
NCK2,NCK2,NCK2,NCK2
ZBTB20,ZBTB20,ZBTB20,ZBTB20
ZNF462,ZNF462,ZNF462,ZNF462
SHANK1,SHANK1,SHANK1,SHANK1
MEPCE,MEPCE,MEPCE,MEPCE
RAN,RAN,RAN,RAN
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
CARD18,CARD18,CARD18,CARD18
SPATA22,SPATA22,SPATA22,SPATA22
BVES,BVES,BVES,BVES
PRKY,PRKY,PRKY,PRKY
UNC5CL,UNC5CL,UNC5CL,UNC5CL
CMTM4,CMTM4,CMTM4,CMTM4
TBC1D4,TBC1D4,TBC1D4,TBC1D4
ITGB4,ITGB4,ITGB4,ITGB4
EDIL3,EDIL3,EDIL3,EDIL3
RASSF3,RASSF3,RASSF3,RASSF3
CMIP,CMIP,CMIP,CMIP
NCOA3,NCOA3,NCOA3,NCOA3
ESPN,ESPN,ESPN,ESPN
DCLK2,DCLK2,DCLK2,DCLK2
SKI,SKI,SKI,SKI
FGFR3,FGFR3,FGFR3,FGFR3
TOPORS,TOPORS,TOPORS,TOPORS
CADPS,CADPS,CADPS,CADPS
KCTD9,KCTD9,KCTD9,KCTD9
EXTL3,EXTL3,EXTL3,EXTL3
USP3-AS1,USP3-AS1,USP3-AS1,USP3-AS1
NTN4,NTN4,NTN4,NTN4
C4orf19,C4orf19,C4orf19,C4orf19
IRF2,IRF2,IRF2,IRF2
RBBP8,RBBP8,RBBP8,RBBP8
PPA1,PPA1,PPA1,PPA1
NYAP1,NYAP1,NYAP1,NYAP1
BTBD9,BTBD9,BTBD9,BTBD9
ZRANB3,ZRANB3,ZRANB3,ZRANB3
ADGRB3,ADGRB3,ADGRB3,ADGRB3
NPTX2,NPTX2,NPTX2,NPTX2
DLC1,DLC1,DLC1,DLC1
IGF1,IGF1,IGF1,IGF1
SLC20A2,SLC20A2,SLC20A2,SLC20A2
SNTG1,SNTG1,SNTG1,SNTG1
KLF3,KLF3,KLF3,KLF3
PSMD12,PSMD12,PSMD12,PSMD12
NETO1,NETO1,NETO1,NETO1
RPSA,RPSA,RPSA,RPSA
NAP1L1,NAP1L1,NAP1L1,NAP1L1
VAMP8,VAMP8,VAMP8,VAMP8
C14orf132,C14orf132,C14orf132,C14orf132
STS,STS,STS,STS
FAM153A,FAM153A,FAM153A,FAM153A
RNF144A,RNF144A,RNF144A,RNF144A
RBM20,RBM20,RBM20,RBM20
ZNF844,ZNF844,ZNF844,ZNF844
ZNF45,ZNF45,ZNF45,ZNF45
SCMH1,SCMH1,SCMH1,SCMH1
AMER2,AMER2,AMER2,AMER2
CADM1,CADM1,CADM1,CADM1
PHF1,PHF1,PHF1,PHF1
CPVL,CPVL,CPVL,CPVL
SLC6A7,SLC6A7,SLC6A7,SLC6A7
SIN3A,SIN3A,SIN3A,SIN3A
ATP8A1,ATP8A1,ATP8A1,ATP8A1
TRHDE,TRHDE,TRHDE,TRHDE
PCLO,PCLO,PCLO,PCLO
MMRN1,MMRN1,MMRN1,MMRN1
ZNF420,ZNF420,ZNF420,ZNF420
PEX5L,PEX5L,PEX5L,PEX5L
PDZRN3,PDZRN3,PDZRN3,PDZRN3
MIR31HG,MIR31HG,MIR31HG,MIR31HG
CAMK1D,CAMK1D,CAMK1D,CAMK1D
RFX3,RFX3,RFX3,RFX3
LANCL3,LANCL3,LANCL3,LANCL3
KCNK13,KCNK13,KCNK13,KCNK13
ZNF610,ZNF610,ZNF610,ZNF610
NFAT5,NFAT5,NFAT5,NFAT5
CDH8,CDH8,CDH8,CDH8
SGCZ,SGCZ,SGCZ,SGCZ
LYNX1,LYNX1,LYNX1,LYNX1
CCSER1,CCSER1,CCSER1,CCSER1
PLCXD3,PLCXD3,PLCXD3,PLCXD3
SLC39A8,SLC39A8,SLC39A8,SLC39A8
PPP3CA,PPP3CA,PPP3CA,PPP3CA
RSPO2,RSPO2,RSPO2,RSPO2
CFL1,CFL1,CFL1,CFL1
PPP1R10,PPP1R10,PPP1R10,PPP1R10
SHANK3,SHANK3,SHANK3,SHANK3
SMAD2,SMAD2,SMAD2,SMAD2
NR3C2,NR3C2,NR3C2,NR3C2
RAB11FIP3,RAB11FIP3,RAB11FIP3,RAB11FIP3
ZBTB2,ZBTB2,ZBTB2,ZBTB2
ANK3,ANK3,ANK3,ANK3
P2RX7,P2RX7,P2RX7,P2RX7
DPYSL5,DPYSL5,DPYSL5,DPYSL5
FAM102B,FAM102B,FAM102B,FAM102B
TFDP2,TFDP2,TFDP2,TFDP2
KDM4C,KDM4C,KDM4C,KDM4C
NR1D2,NR1D2,NR1D2,NR1D2
DLEU1,DLEU1,DLEU1,DLEU1
ME1,ME1,ME1,ME1
NT5E,NT5E,NT5E,NT5E
MAMDC2,MAMDC2,MAMDC2,MAMDC2
RHBDL2,RHBDL2,RHBDL2,RHBDL2
RUNDC3B,RUNDC3B,RUNDC3B,RUNDC3B
TIGAR,TIGAR,TIGAR,TIGAR
NR2C1,NR2C1,NR2C1,NR2C1
MGA,MGA,MGA,MGA
CANX,CANX,CANX,CANX
SLC27A6,SLC27A6,SLC27A6,SLC27A6
DHCR7,DHCR7,DHCR7,DHCR7
RGS6,RGS6,RGS6,RGS6
AHDC1,AHDC1,AHDC1,AHDC1
CDH18,CDH18,CDH18,CDH18
EDNRA,EDNRA,EDNRA,EDNRA
LINC01135,LINC01135,LINC01135,LINC01135
NEDD4L,NEDD4L,NEDD4L,NEDD4L
ABCA3,ABCA3,ABCA3,ABCA3
PARP8,PARP8,PARP8,PARP8
FIGN,FIGN,FIGN,FIGN
INPP4B,INPP4B,INPP4B,INPP4B
LRRC8D,LRRC8D,LRRC8D,LRRC8D
SPAAR,SPAAR,SPAAR,SPAAR
MYADM,MYADM,MYADM,MYADM
TMEM117,TMEM117,TMEM117,TMEM117
ZBTB8B,ZBTB8B,ZBTB8B,ZBTB8B
VRK2,VRK2,VRK2,VRK2
AMER3,AMER3,AMER3,AMER3
NRG3,NRG3,NRG3,NRG3
CTNND2,CTNND2,CTNND2,CTNND2
ZNF821,ZNF821,ZNF821,ZNF821
LRRC8B,LRRC8B,LRRC8B,LRRC8B
ZNF251,ZNF251,ZNF251,ZNF251
ARHGEF3,ARHGEF3,ARHGEF3,ARHGEF3
NRG1,NRG1,NRG1,NRG1
MIR137HG,MIR137HG,MIR137HG,MIR137HG
GATAD2A,GATAD2A,GATAD2A,GATAD2A
HSD17B11,HSD17B11,HSD17B11,HSD17B11
CBARP,CBARP,CBARP,CBARP
