_BACKGROUND,5p,10p,15p
ITIH5,ITIH5,ITIH5,ITIH5
GRIP1,GRIP1,GRIP1,GRIP1
SLC9C1,SLC9C1,SLC9C1,SLC9C1
ATP8B1,ATP8B1,ATP8B1,ATP8B1
VGF,VGF,VGF,VGF
CLSTN2,CLSTN2,CLSTN2,CLSTN2
PLCB4,PLCB4,PLCB4,PLCB4
SYTL3,SYTL3,SYTL3,SYTL3
TBC1D19,TBC1D19,TBC1D19,TBC1D19
SP140L,SP140L,SP140L,SP140L
INSM2,INSM2,INSM2,INSM2
NLGN4X,NLGN4X,NLGN4X,NLGN4X
KALRN,KALRN,KALRN,KALRN
GNG12-AS1,GNG12-AS1,GNG12-AS1,GNG12-AS1
TENM4,TENM4,TENM4,TENM4
RBM11,RBM11,RBM11,RBM11
TFPI,TFPI,TFPI,TFPI
SORCS3,SORCS3,SORCS3,SORCS3
SLC44A5,SLC44A5,SLC44A5,SLC44A5
INPP5F,INPP5F,INPP5F,INPP5F
IL20RA,IL20RA,IL20RA,IL20RA
AEBP1,AEBP1,AEBP1,AEBP1
DISC1FP1,DISC1FP1,DISC1FP1,DISC1FP1
DIRAS2,DIRAS2,DIRAS2,DIRAS2
GRM7,GRM7,GRM7,GRM7
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
GRIK1,GRIK1,GRIK1,GRIK1
ABCA5,ABCA5,ABCA5,ABCA5
TBX3,TBX3,TBX3,TBX3
GRM5,GRM5,GRM5,GRM5
SETBP1,SETBP1,SETBP1,SETBP1
INPP4B,INPP4B,INPP4B,INPP4B
FLT3,FLT3,FLT3,FLT3
STK32A,STK32A,STK32A,STK32A
SMARCAL1,SMARCAL1,SMARCAL1,SMARCAL1
ANO3,ANO3,ANO3,ANO3
CHL1,CHL1,CHL1,CHL1
ACTN2,ACTN2,ACTN2,ACTN2
SEMA3E,SEMA3E,SEMA3E,SEMA3E
TANC1,TANC1,TANC1,TANC1
SSRP1,SSRP1,SSRP1,SSRP1
NME2,NME2,NME2,NME2
GBP2,GBP2,GBP2,GBP2
TSC22D2,TSC22D2,TSC22D2,TSC22D2
ARHGAP39,ARHGAP39,ARHGAP39,ARHGAP39
MPP6,MPP6,MPP6,MPP6
TMEM108,TMEM108,TMEM108,TMEM108
FER,FER,FER,FER
CDH18,CDH18,CDH18,CDH18
SNAP25,SNAP25,SNAP25,SNAP25
FTCDNL1,FTCDNL1,FTCDNL1,FTCDNL1
CRMP1,CRMP1,CRMP1,CRMP1
RTN1,RTN1,RTN1,RTN1
ZNF280D,ZNF280D,ZNF280D,ZNF280D
LARP1B,LARP1B,LARP1B,LARP1B
CFAP61,CFAP61,CFAP61,CFAP61
SSBP2,SSBP2,SSBP2,SSBP2
ZNF521,ZNF521,ZNF521,ZNF521
CDKL5,CDKL5,CDKL5,CDKL5
OPCML,OPCML,OPCML,OPCML
FUT9,FUT9,FUT9,FUT9
FBXO32,FBXO32,FBXO32,FBXO32
COL18A1,COL18A1,COL18A1,COL18A1
PTPRG,PTPRG,PTPRG,PTPRG
SAT1,SAT1,SAT1,SAT1
KCTD8,KCTD8,KCTD8,KCTD8
SYTL2,SYTL2,SYTL2,SYTL2
ERBB4,ERBB4,ERBB4,ERBB4
RBP7,RBP7,RBP7,RBP7
CALCRL,CALCRL,CALCRL,CALCRL
KLHL32,KLHL32,KLHL32,KLHL32
CREM,CREM,CREM,CREM
RHOBTB1,RHOBTB1,RHOBTB1,RHOBTB1
PEAK1,PEAK1,PEAK1,PEAK1
CNKSR3,CNKSR3,CNKSR3,CNKSR3
RASGRF1,RASGRF1,RASGRF1,RASGRF1
TNFRSF19,TNFRSF19,TNFRSF19,TNFRSF19
GALNT7,GALNT7,GALNT7,GALNT7
S100A11,S100A11,S100A11,S100A11
CASP4,CASP4,CASP4,CASP4
NRG4,NRG4,NRG4,NRG4
MAPRE2,MAPRE2,MAPRE2,MAPRE2
FOXC1,FOXC1,FOXC1,FOXC1
THSD7A,THSD7A,THSD7A,THSD7A
MYO16,MYO16,MYO16,MYO16
SERPINI1,SERPINI1,SERPINI1,SERPINI1
PRICKLE2,PRICKLE2,PRICKLE2,PRICKLE2
KIAA1958,KIAA1958,KIAA1958,KIAA1958
XKR4,XKR4,XKR4,XKR4
BMPR1A,BMPR1A,BMPR1A,BMPR1A
NKX2-8,NKX2-8,NKX2-8,NKX2-8
PML,PML,PML,PML
AGPAT2,AGPAT2,AGPAT2,AGPAT2
CNIH3,CNIH3,CNIH3,CNIH3
GOLIM4,GOLIM4,GOLIM4,GOLIM4
NLGN4Y,NLGN4Y,NLGN4Y,NLGN4Y
SYT14,SYT14,SYT14,SYT14
ROBO2,ROBO2,ROBO2,ROBO2
DPP6,DPP6,DPP6,DPP6
DZIP1,DZIP1,DZIP1,DZIP1
TMEM54,TMEM54,TMEM54,TMEM54
C21orf91,C21orf91,C21orf91,C21orf91
RHBDD1,RHBDD1,RHBDD1,RHBDD1
SMG7,SMG7,SMG7,SMG7
GNAO1,GNAO1,GNAO1,GNAO1
USP53,USP53,USP53,USP53
GPC5,GPC5,GPC5,GPC5
JAZF1,JAZF1,JAZF1,JAZF1
RIT2,RIT2,RIT2,RIT2
RAD18,RAD18,RAD18,RAD18
CHN1,CHN1,CHN1,CHN1
SLC35F3,SLC35F3,SLC35F3,SLC35F3
NXPH1,NXPH1,NXPH1,NXPH1
ZFAND6,ZFAND6,ZFAND6,ZFAND6
KLHL2,KLHL2,KLHL2,KLHL2
FBXL7,FBXL7,FBXL7,FBXL7
CLEC2B,CLEC2B,CLEC2B,CLEC2B
BCLAF1,BCLAF1,BCLAF1,BCLAF1
THSD7B,THSD7B,THSD7B,THSD7B
PALD1,PALD1,PALD1,PALD1
ATF2,ATF2,ATF2,ATF2
DNAH8,DNAH8,DNAH8,DNAH8
BACH2,BACH2,BACH2,BACH2
LIFR,LIFR,LIFR,LIFR
PLAG1,PLAG1,PLAG1,PLAG1
FBXL17,FBXL17,FBXL17,FBXL17
TAB2,TAB2,TAB2,TAB2
BBX,BBX,BBX,BBX
RERG,RERG,RERG,RERG
ZNF385D,ZNF385D,ZNF385D,ZNF385D
STK38L,STK38L,STK38L,STK38L
FLT1,FLT1,FLT1,FLT1
GAS2,GAS2,GAS2,GAS2
AP3S1,AP3S1,AP3S1,AP3S1
RYR2,RYR2,RYR2,RYR2
FAM214A,FAM214A,FAM214A,FAM214A
LDLRAD4,LDLRAD4,LDLRAD4,LDLRAD4
PYGO1,PYGO1,PYGO1,PYGO1
BAALC,BAALC,BAALC,BAALC
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
