_BACKGROUND,5p,10p,15p
TDRD5,TDRD5,TDRD5,TDRD5
CAPN9,CAPN9,CAPN9,CAPN9
SSBP3,SSBP3,SSBP3,SSBP3
KLF15,KLF15,KLF15,KLF15
PIK3C2G,PIK3C2G,PIK3C2G,PIK3C2G
ADD3-AS1,ADD3-AS1,ADD3-AS1,ADD3-AS1
GRIN2B,GRIN2B,GRIN2B,GRIN2B
CTNND2,CTNND2,CTNND2,CTNND2
LDLRAD4,LDLRAD4,LDLRAD4,LDLRAD4
GRASP,GRASP,GRASP,GRASP
PTGER3,PTGER3,PTGER3,PTGER3
NOS1AP,NOS1AP,NOS1AP,NOS1AP
NFATC1,NFATC1,NFATC1,NFATC1
SDK2,SDK2,SDK2,SDK2
LINC00937,LINC00937,LINC00937,LINC00937
KLF16,KLF16,KLF16,KLF16
ATP6V1G1,ATP6V1G1,ATP6V1G1,ATP6V1G1
HOPX,HOPX,HOPX,HOPX
TASP1,TASP1,TASP1,TASP1
LINC01301,LINC01301,LINC01301,LINC01301
FNBP1L,FNBP1L,FNBP1L,FNBP1L
KRT17,KRT17,KRT17,KRT17
GALNT7,GALNT7,GALNT7,GALNT7
GNB4,GNB4,GNB4,GNB4
ACTA2,ACTA2,ACTA2,ACTA2
SAP18,SAP18,SAP18,SAP18
CSMD3,CSMD3,CSMD3,CSMD3
MAMLD1,MAMLD1,MAMLD1,MAMLD1
RGS12,RGS12,RGS12,RGS12
MARCH1,MARCH1,MARCH1,MARCH1
EDIL3,EDIL3,EDIL3,EDIL3
ZSCAN12,ZSCAN12,ZSCAN12,ZSCAN12
AHRR,AHRR,AHRR,AHRR
JUND,JUND,JUND,JUND
VCAN,VCAN,VCAN,VCAN
DKK2,DKK2,DKK2,DKK2
CCDC196,CCDC196,CCDC196,CCDC196
TCP1,TCP1,TCP1,TCP1
SLC12A2,SLC12A2,SLC12A2,SLC12A2
SRP9,SRP9,SRP9,SRP9
ADGRF5,ADGRF5,ADGRF5,ADGRF5
ITGAV,ITGAV,ITGAV,ITGAV
RFX1,RFX1,RFX1,RFX1
AGBL1,AGBL1,AGBL1,AGBL1
TTYH2,TTYH2,TTYH2,TTYH2
RPL23A,RPL23A,RPL23A,RPL23A
NFIX,NFIX,NFIX,NFIX
NPNT,NPNT,NPNT,NPNT
COL19A1,COL19A1,COL19A1,COL19A1
PTPRG,PTPRG,PTPRG,PTPRG
COL21A1,COL21A1,COL21A1,COL21A1
XIST,XIST,XIST,XIST
RAB40B,RAB40B,RAB40B,RAB40B
PRRX1,PRRX1,PRRX1,PRRX1
