_BACKGROUND,5p,10p,15p
EPHB6,EPHB6,EPHB6,EPHB6
STAT3,STAT3,STAT3,STAT3
L3MBTL3,L3MBTL3,L3MBTL3,L3MBTL3
MYO16,MYO16,MYO16,MYO16
COL12A1,COL12A1,COL12A1,COL12A1
SPRED1,SPRED1,SPRED1,SPRED1
NETO1,NETO1,NETO1,NETO1
SLC6A15,SLC6A15,SLC6A15,SLC6A15
PTCHD1,PTCHD1,PTCHD1,PTCHD1
LINC00326,LINC00326,LINC00326,LINC00326
SF1,SF1,SF1,SF1
INPP1,INPP1,INPP1,INPP1
RFX2,RFX2,RFX2,RFX2
HMBOX1,HMBOX1,HMBOX1,HMBOX1
PEX5L,PEX5L,PEX5L,PEX5L
NFYB,NFYB,NFYB,NFYB
PLEKHA2,PLEKHA2,PLEKHA2,PLEKHA2
MBNL2,MBNL2,MBNL2,MBNL2
JAK2,JAK2,JAK2,JAK2
ADNP2,ADNP2,ADNP2,ADNP2
FOXJ3,FOXJ3,FOXJ3,FOXJ3
CTCF,CTCF,CTCF,CTCF
SCMH1,SCMH1,SCMH1,SCMH1
SIN3A,SIN3A,SIN3A,SIN3A
DPY19L1,DPY19L1,DPY19L1,DPY19L1
MBD2,MBD2,MBD2,MBD2
NLGN4Y,NLGN4Y,NLGN4Y,NLGN4Y
FAM153B,FAM153B,FAM153B,FAM153B
LRRC2,LRRC2,LRRC2,LRRC2
ZNF285,ZNF285,ZNF285,ZNF285
GALNTL6,GALNTL6,GALNTL6,GALNTL6
PTK2,PTK2,PTK2,PTK2
ELF2,ELF2,ELF2,ELF2
SIK2,SIK2,SIK2,SIK2
ZSCAN18,ZSCAN18,ZSCAN18,ZSCAN18
ARID5B,ARID5B,ARID5B,ARID5B
GNAQ,GNAQ,GNAQ,GNAQ
IGF2BP3,IGF2BP3,IGF2BP3,IGF2BP3
SPATS2,SPATS2,SPATS2,SPATS2
B3GAT1,B3GAT1,B3GAT1,B3GAT1
PHF21A,PHF21A,PHF21A,PHF21A
UGP2,UGP2,UGP2,UGP2
SORCS3,SORCS3,SORCS3,SORCS3
SMAD2,SMAD2,SMAD2,SMAD2
UAP1,UAP1,UAP1,UAP1
GABRB2,GABRB2,GABRB2,GABRB2
ATP8B1,ATP8B1,ATP8B1,ATP8B1
GNAI1,GNAI1,GNAI1,GNAI1
PRKCQ,PRKCQ,PRKCQ,PRKCQ
CHD1,CHD1,CHD1,CHD1
CLVS2,CLVS2,CLVS2,CLVS2
SCRN1,SCRN1,SCRN1,SCRN1
TBCEL,TBCEL,TBCEL,TBCEL
PLCB4,PLCB4,PLCB4,PLCB4
CSRP2,CSRP2,CSRP2,CSRP2
FOXJ2,FOXJ2,FOXJ2,FOXJ2
ZNF385B,ZNF385B,ZNF385B,ZNF385B
ZNF43,ZNF43,ZNF43,ZNF43
LIN7A,LIN7A,LIN7A,LIN7A
TSC22D2,TSC22D2,TSC22D2,TSC22D2
DTNA,DTNA,DTNA,DTNA
CSMD3,CSMD3,CSMD3,CSMD3
KCNIP4,KCNIP4,KCNIP4,KCNIP4
NCOA3,NCOA3,NCOA3,NCOA3
PRKD1,PRKD1,PRKD1,PRKD1
ATF7,ATF7,ATF7,ATF7
RIMS2,RIMS2,RIMS2,RIMS2
JDP2,JDP2,JDP2,JDP2
RAPH1,RAPH1,RAPH1,RAPH1
KLF12,KLF12,KLF12,KLF12
ROBO1,ROBO1,ROBO1,ROBO1
USP45,USP45,USP45,USP45
VAPA,VAPA,VAPA,VAPA
GLCE,GLCE,GLCE,GLCE
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1
INPP4B,INPP4B,INPP4B,INPP4B
PCDH17,PCDH17,PCDH17,PCDH17
DAPK1,DAPK1,DAPK1,DAPK1
MEF2A,MEF2A,MEF2A,MEF2A
DCAF5,DCAF5,DCAF5,DCAF5
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
KPNA1,KPNA1,KPNA1,KPNA1
CRHR2,CRHR2,CRHR2,CRHR2
ZEB1,ZEB1,ZEB1,ZEB1
LRRFIP1,LRRFIP1,LRRFIP1,LRRFIP1
MIR137HG,MIR137HG,MIR137HG,MIR137HG
PHF6,PHF6,PHF6,PHF6
ZNF785,ZNF785,ZNF785,ZNF785
KCNMB4,KCNMB4,KCNMB4,KCNMB4
DNAJB5,DNAJB5,DNAJB5,DNAJB5
STOX2,STOX2,STOX2,STOX2
FAR2,FAR2,FAR2,FAR2
FAM135B,FAM135B,FAM135B,FAM135B
NCKAP1,NCKAP1,NCKAP1,NCKAP1
ZBTB16,ZBTB16,ZBTB16,ZBTB16
PDE4D,PDE4D,PDE4D,PDE4D
NRG1,NRG1,NRG1,NRG1
HDAC2,HDAC2,HDAC2,HDAC2
ZNF69,ZNF69,ZNF69,ZNF69
KLF13,KLF13,KLF13,KLF13
SPTSSB,SPTSSB,SPTSSB,SPTSSB
CNOT4,CNOT4,CNOT4,CNOT4
SMURF1,SMURF1,SMURF1,SMURF1
PCDH11Y,PCDH11Y,PCDH11Y,PCDH11Y
KLF16,KLF16,KLF16,KLF16
ZNF644,ZNF644,ZNF644,ZNF644
NR2C2,NR2C2,NR2C2,NR2C2
LRRC4C,LRRC4C,LRRC4C,LRRC4C
KLHL14,KLHL14,KLHL14,KLHL14
PDZD2,PDZD2,PDZD2,PDZD2
MXI1,MXI1,MXI1,MXI1
ADNP,ADNP,ADNP,ADNP
SLC16A1,SLC16A1,SLC16A1,SLC16A1
CNOT3,CNOT3,CNOT3,CNOT3
DKK2,DKK2,DKK2,DKK2
GALNT14,GALNT14,GALNT14,GALNT14
SMAD4,SMAD4,SMAD4,SMAD4
ZNF639,ZNF639,ZNF639,ZNF639
TSC22D1,TSC22D1,TSC22D1,TSC22D1
CDH11,CDH11,CDH11,CDH11
SRSF5,SRSF5,SRSF5,SRSF5
NLGN1,NLGN1,NLGN1,NLGN1
SLC1A2,SLC1A2,SLC1A2,SLC1A2
TRAM2,TRAM2,TRAM2,TRAM2
DNAJC21,DNAJC21,DNAJC21,DNAJC21
NCOA2,NCOA2,NCOA2,NCOA2
STAC2,STAC2,STAC2,STAC2
RFX3,RFX3,RFX3,RFX3
COL11A1,COL11A1,COL11A1,COL11A1
FAM53B,FAM53B,FAM53B,FAM53B
ZNF592,ZNF592,ZNF592,ZNF592
ZNF827,ZNF827,ZNF827,ZNF827
ZFY,ZFY,ZFY,ZFY
ZNF432,ZNF432,ZNF432,ZNF432
SPRED2,SPRED2,SPRED2,SPRED2
LAMC1,LAMC1,LAMC1,LAMC1
ZNF641,ZNF641,ZNF641,ZNF641
FOXN3,FOXN3,FOXN3,FOXN3
FRAS1,FRAS1,FRAS1,FRAS1
PRICKLE2,PRICKLE2,PRICKLE2,PRICKLE2
FREM3,FREM3,FREM3,FREM3
FANK1,FANK1,FANK1,FANK1
NAPEPLD,NAPEPLD,NAPEPLD,NAPEPLD
ZCCHC2,ZCCHC2,ZCCHC2,ZCCHC2
AHR,,AHR,AHR
NEGR1,,NEGR1,NEGR1
TFDP1,,TFDP1,TFDP1
GTF2A1,,GTF2A1,GTF2A1
ESYT2,,ESYT2,ESYT2
ZBTB20,,ZBTB20,ZBTB20
JAM3,,JAM3,JAM3
NCAM2,,NCAM2,NCAM2
SCML2,,SCML2,SCML2
TEAD1,,TEAD1,TEAD1
PRDM10,,PRDM10,PRDM10
ST6GAL2,,ST6GAL2,ST6GAL2
ZDHHC14,,ZDHHC14,ZDHHC14
OSBPL8,,OSBPL8,OSBPL8
ETV3,,ETV3,ETV3
DPP10-AS1,,DPP10-AS1,DPP10-AS1
PTPRR,,PTPRR,PTPRR
RB1,,RB1,RB1
SLC35F1,,SLC35F1,SLC35F1
ZNF772,,ZNF772,ZNF772
GATAD2A,,GATAD2A,GATAD2A
PLAGL1,,PLAGL1,PLAGL1
TIAM1,,TIAM1,TIAM1
COL24A1,,COL24A1,COL24A1
DCDC2C,,DCDC2C,DCDC2C
ATXN1,,ATXN1,ATXN1
RIMS1,,RIMS1,RIMS1
HNRNPH3,,HNRNPH3,HNRNPH3
CDH6,,CDH6,CDH6
CNTNAP2,,CNTNAP2,CNTNAP2
NUFIP2,,NUFIP2,NUFIP2
ORC4,,ORC4,ORC4
STAT6,,STAT6,STAT6
C12orf42,,C12orf42,C12orf42
KCTD8,,KCTD8,KCTD8
ROBO2,,ROBO2,ROBO2
GALNT13,,GALNT13,GALNT13
