_BACKGROUND,5p,10p,15p
SLC8A1,SLC8A1,SLC8A1,SLC8A1
OLFM3,OLFM3,OLFM3,OLFM3
CNTNAP5,CNTNAP5,CNTNAP5,CNTNAP5
ANTXR1,ANTXR1,ANTXR1,ANTXR1
SLC16A2,SLC16A2,SLC16A2,SLC16A2
FARP1,FARP1,FARP1,FARP1
DOK5,DOK5,DOK5,DOK5
PDE4B,PDE4B,PDE4B,PDE4B
EFHC2,EFHC2,EFHC2,EFHC2
SLC12A8,SLC12A8,SLC12A8,SLC12A8
CYP7B1,CYP7B1,CYP7B1,CYP7B1
JADE3,JADE3,JADE3,JADE3
NFIB,NFIB,NFIB,NFIB
PRKG1,PRKG1,PRKG1,PRKG1
DAB1,DAB1,DAB1,DAB1
ZFPM2,ZFPM2,ZFPM2,ZFPM2
PLCB4,PLCB4,PLCB4,PLCB4
DLEU2,DLEU2,DLEU2,DLEU2
NLGN4X,NLGN4X,NLGN4X,NLGN4X
CDH18,CDH18,CDH18,CDH18
PBX1,PBX1,PBX1,PBX1
BDNF,BDNF,BDNF,BDNF
PVALB,PVALB,PVALB,PVALB
MID2,MID2,MID2,MID2
GRIA4,GRIA4,GRIA4,GRIA4
TP53BP2,TP53BP2,TP53BP2,TP53BP2
FOXK1,FOXK1,FOXK1,FOXK1
POU3F3,POU3F3,POU3F3,POU3F3
C8orf34-AS1,C8orf34-AS1,C8orf34-AS1,C8orf34-AS1
HIST1H2BD,HIST1H2BD,HIST1H2BD,HIST1H2BD
TSPAN33,TSPAN33,TSPAN33,TSPAN33
HDX,HDX,HDX,HDX
TET3,TET3,TET3,TET3
ZNF608,ZNF608,ZNF608,ZNF608
HSF2,HSF2,HSF2,HSF2
STAT5A,STAT5A,STAT5A,STAT5A
TNFAIP8,TNFAIP8,TNFAIP8,TNFAIP8
NTSR1,NTSR1,NTSR1,NTSR1
CARF,CARF,CARF,CARF
ABL1,ABL1,ABL1,ABL1
ANKRD37,ANKRD37,ANKRD37,ANKRD37
ADAMTS16,ADAMTS16,ADAMTS16,ADAMTS16
CPLX1,CPLX1,CPLX1,CPLX1
EGR1,EGR1,EGR1,EGR1
POPDC3,POPDC3,POPDC3,POPDC3
FERMT2,FERMT2,FERMT2,FERMT2
CAPN6,CAPN6,CAPN6,CAPN6
FBXL19,FBXL19,FBXL19,FBXL19
ING3,ING3,ING3,ING3
TACR1,TACR1,TACR1,TACR1
SLCO6A1,SLCO6A1,SLCO6A1,SLCO6A1
LINC00323,LINC00323,LINC00323,LINC00323
NPAS4,NPAS4,NPAS4,NPAS4
MBNL2,MBNL2,MBNL2,MBNL2
SRGN,SRGN,SRGN,SRGN
SSBP2,SSBP2,SSBP2,SSBP2
ZIC1,ZIC1,ZIC1,ZIC1
IKZF2,IKZF2,IKZF2,IKZF2
NTNG1,NTNG1,NTNG1,NTNG1
LINC00504,LINC00504,LINC00504,LINC00504
TENM4,TENM4,TENM4,TENM4
DPP10,DPP10,DPP10,DPP10
EPN2,EPN2,EPN2,EPN2
BACH2,BACH2,BACH2,BACH2
CFAP206,CFAP206,CFAP206,CFAP206
ZNF75A,ZNF75A,ZNF75A,ZNF75A
SYNPR-AS1,SYNPR-AS1,SYNPR-AS1,SYNPR-AS1
GRIK2,GRIK2,GRIK2,GRIK2
MYL12A,MYL12A,MYL12A,MYL12A
GRK3,GRK3,GRK3,GRK3
RSPO2,RSPO2,RSPO2,RSPO2
VEZF1,VEZF1,VEZF1,VEZF1
ZNF763,ZNF763,ZNF763,ZNF763
TNFRSF11A,TNFRSF11A,TNFRSF11A,TNFRSF11A
TRAM2,TRAM2,TRAM2,TRAM2
FSTL5,FSTL5,FSTL5,FSTL5
HEY2,HEY2,HEY2,HEY2
RORB,RORB,RORB,RORB
ARHGEF28,ARHGEF28,ARHGEF28,ARHGEF28
TCF12,TCF12,TCF12,TCF12
MYF6,MYF6,MYF6,MYF6
SEMA6A,SEMA6A,SEMA6A,SEMA6A
GSX2,GSX2,GSX2,GSX2
CAMK2D,CAMK2D,CAMK2D,CAMK2D
FSTL4,FSTL4,FSTL4,FSTL4
KCNT2,KCNT2,KCNT2,KCNT2
STT3B,STT3B,STT3B,STT3B
ZBTB26,ZBTB26,ZBTB26,ZBTB26
NR3C1,NR3C1,NR3C1,NR3C1
ZBTB37,ZBTB37,ZBTB37,ZBTB37
ZNF777,ZNF777,ZNF777,ZNF777
LSM6,LSM6,LSM6,LSM6
BTNL9,BTNL9,BTNL9,BTNL9
GPBP1L1,GPBP1L1,GPBP1L1,GPBP1L1
SIM1,SIM1,SIM1,SIM1
ZFP64,ZFP64,ZFP64,ZFP64
FAM184B,FAM184B,FAM184B,FAM184B
NCOA3,,NCOA3,NCOA3
FAM53B,,FAM53B,FAM53B
COBLL1,,COBLL1,COBLL1
ARHGAP20,,ARHGAP20,ARHGAP20
YY1,,YY1,YY1
SYN3,,SYN3,SYN3
DSCAS,,DSCAS,DSCAS
LRRFIP1,,LRRFIP1,LRRFIP1
STK3,,STK3,STK3
KDM2A,,KDM2A,KDM2A
TIGD4,,TIGD4,TIGD4
TMTC1,,TMTC1,TMTC1
AHRR,,AHRR,AHRR
SPRED1,,SPRED1,SPRED1
PIP4K2A,,PIP4K2A,PIP4K2A
SH3RF1,,SH3RF1,SH3RF1
ZDHHC5,,ZDHHC5,ZDHHC5
CREB1,,CREB1,CREB1
KDM7A,,KDM7A,KDM7A
CNKSR3,,CNKSR3,CNKSR3
ZNF84,,ZNF84,ZNF84
FANCC,,FANCC,FANCC
C8A,,C8A,C8A
HSPA1A,,HSPA1A,HSPA1A
RGN,,RGN,RGN
OVCH1-AS1,,OVCH1-AS1,OVCH1-AS1
KLHL14,,KLHL14,KLHL14
PLD1,,PLD1,PLD1
PURG,,PURG,PURG
AGBL3,,AGBL3,AGBL3
TMEM117,,TMEM117,TMEM117
GATAD2A,,GATAD2A,GATAD2A
MIR193BHG,,MIR193BHG,MIR193BHG
ZNF821,,ZNF821,ZNF821
TFPI,,TFPI,TFPI
ACTA2,,ACTA2,ACTA2
SLIT1,,SLIT1,SLIT1
TOX,,TOX,TOX
ZNF281,,ZNF281,ZNF281
PTCHD1,,PTCHD1,PTCHD1
RASGEF1B,,RASGEF1B,RASGEF1B
DTNA,,DTNA,DTNA
LRRK2,,LRRK2,LRRK2
IRS1,,IRS1,IRS1
BMPER,,BMPER,BMPER
CNR1,,CNR1,CNR1
SAMSN1,,SAMSN1,SAMSN1
ZNF624,,ZNF624,ZNF624
CHSY3,,CHSY3,CHSY3
MPP7,,MPP7,MPP7
TGFBR1,,TGFBR1,TGFBR1
GPC6,,GPC6,GPC6
TRAF5,,TRAF5,TRAF5
STS,,STS,STS
HOXC13,,HOXC13,HOXC13
IQSEC1,,IQSEC1,IQSEC1
TRHDE-AS1,,TRHDE-AS1,TRHDE-AS1
KDM4B,,KDM4B,KDM4B
ZC3H12C,,ZC3H12C,ZC3H12C
PRKCE,,PRKCE,PRKCE
MIOS,,MIOS,MIOS
ST6GAL2,,ST6GAL2,ST6GAL2
CRYM,,CRYM,CRYM
RARB,,RARB,RARB
C3orf67,,C3orf67,C3orf67
ZNF326,,ZNF326,ZNF326
SPAG6,,SPAG6,SPAG6
CTNNA2,,CTNNA2,CTNNA2
MYOG,,MYOG,MYOG
ZBTB17,,ZBTB17,ZBTB17
ZNF331,,ZNF331,ZNF331
ZNF711,,ZNF711,ZNF711
ZBTB5,,ZBTB5,ZBTB5
NFATC2,,NFATC2,NFATC2
DNAJC21,,DNAJC21,DNAJC21
HOMER1,,HOMER1,HOMER1
SCMH1,,SCMH1,SCMH1
FSIP1,,FSIP1,FSIP1
MEF2B,,MEF2B,MEF2B
HMGXB4,,HMGXB4,HMGXB4
DGKD,,DGKD,DGKD
KLRF1,,KLRF1,KLRF1
GRM8,,GRM8,GRM8
PDE10A,,PDE10A,PDE10A
CCDC178,,CCDC178,CCDC178
SCARA5,,SCARA5,SCARA5
ZBTB33,,ZBTB33,ZBTB33
ZNF592,,ZNF592,ZNF592
SYNDIG1L,,SYNDIG1L,SYNDIG1L
PGBD5,,PGBD5,PGBD5
GAS2,,GAS2,GAS2
PRDM5,,PRDM5,PRDM5
ZNF160,,ZNF160,ZNF160
LDLRAD4,,LDLRAD4,LDLRAD4
FHL2,,FHL2,FHL2
ADNP2,,ADNP2,ADNP2
ATP1B3,,ATP1B3,ATP1B3
BRF1,,BRF1,BRF1
DRD3,,,DRD3
TBR1,,,TBR1
ZHX1,,,ZHX1
PPARG,,,PPARG
DMC1,,,DMC1
TLL1,,,TLL1
LINC01195,,,LINC01195
SMCO4,,,SMCO4
CSMD2,,,CSMD2
SP4,,,SP4
THOC2,,,THOC2
TRAF3,,,TRAF3
RAB2A,,,RAB2A
LCORL,,,LCORL
CXCL14,,,CXCL14
NDST3,,,NDST3
MAGEF1,,,MAGEF1
ZBTB43,,,ZBTB43
NPAS3,,,NPAS3
RIMBP2,,,RIMBP2
KIAA1211,,,KIAA1211
HNRNPA0,,,HNRNPA0
OSBPL3,,,OSBPL3
FOXN2,,,FOXN2
NPAS2,,,NPAS2
SATB1-AS1,,,SATB1-AS1
ERMN,,,ERMN
GFOD1,,,GFOD1
PHLPP1,,,PHLPP1
KCTD8,,,KCTD8
FOSL2,,,FOSL2
RTKN2,,,RTKN2
GRM3,,,GRM3
VAV3,,,VAV3
NTN4,,,NTN4
PDS5A,,,PDS5A
RFX7,,,RFX7
MEF2D,,,MEF2D
ENC1,,,ENC1
STXBP6,,,STXBP6
RSPO3,,,RSPO3
EDIL3,,,EDIL3
ETV3,,,ETV3
LPL,,,LPL
SLIT2,,,SLIT2
GPD1,,,GPD1
ZNF398,,,ZNF398
JDP2,,,JDP2
C3orf67-AS1,,,C3orf67-AS1
RBM17,,,RBM17
EPHA6,,,EPHA6
TMEM178B,,,TMEM178B
DPY19L3,,,DPY19L3
SIN3A,,,SIN3A
CDH20,,,CDH20
SMARCA1,,,SMARCA1
PAM,,,PAM
STAT3,,,STAT3
PAMR1,,,PAMR1
LINC01412,,,LINC01412
BVES,,,BVES
ZNF664,,,ZNF664
GPM6B,,,GPM6B
ENTPD3,,,ENTPD3
RHOBTB3,,,RHOBTB3
REL,,,REL
CACNA1E,,,CACNA1E
NCAM2,,,NCAM2
HEY1,,,HEY1
SP3,,,SP3
CA3,,,CA3
ADARB1,,,ADARB1
ZBTB2,,,ZBTB2
ERF,,,ERF
GFI1,,,GFI1
ZNF24,,,ZNF24
CHD2,,,CHD2
FAM162B,,,FAM162B
CRACR2A,,,CRACR2A
SCG2,,,SCG2
IGSF11,,,IGSF11
INTS6L,,,INTS6L
POU6F2,,,POU6F2
COL23A1,,,COL23A1
BMP2K,,,BMP2K
NNMT,,,NNMT
DCX,,,DCX
ITGA9,,,ITGA9
GTF2IRD1,,,GTF2IRD1
USP44,,,USP44
MYO3B,,,MYO3B
LINC00939,,,LINC00939
ELOVL6,,,ELOVL6
JAZF1-AS1,,,JAZF1-AS1
ONECUT3,,,ONECUT3
TIAM1,,,TIAM1
EXO1,,,EXO1
OLFM2,,,OLFM2
IRF2,,,
MCHR2,,,
CPEB2,,,
RPS6KA2,,,
GRIK3,,,
SLC16A10,,,
KLF13,,,
YY2,,,
ZFY,,,
NLGN4Y,,,
SHISAL1,,,
WDR86,,,
C17orf100,,,
ASS1,,,
TFDP1,,,
PKN2-AS1,,,
GPR37,,,
TFAP4,,,
MCHR2-AS1,,,
LRRN1,,,
CEBPG,,,
ZNF804A,,,
ATF7,,,
HIST1H3D,,,
RPH3A,,,
HTR4,,,
OXGR1,,,
GLIS3,,,
ACSL5,,,
ANKRD44,,,
PURA,,,
TEAD1,,,
ITPR2,,,
KCNN2,,,
CHRM2,,,
C21orf91,,,
NFX1,,,
ZNRF1,,,
PLEKHG1,,,
MTA3,,,
BPTF,,,
CXXC1,,,
TDRD1,,,
MBD2,,,
MARCH11,,,
ANKRD18A,,,
TPPP,,,
RARG,,,
KLHL29,,,
TIPARP,,,
ST8SIA5,,,
KIAA1958,,,
HIVEP1,,,
ACTC1,,,
THSD7A,,,
MYC,,,
ARNTL,,,
FAM135B,,,
SAMD4A,,,
ZNF800,,,
LINC01250,,,
TET1,,,
PCED1B,,,
LSAMP,,,
MAN2A1,,,
TMEM64,,,
CDYL2,,,
PARP4,,,
HECTD2,,,
PTHLH,,,
ZSCAN18,,,
ZNF365,,,
PLS3,,,
TPK1,,,
KCNU1,,,
NR0B1,,,
RORA,,,
CRISPLD1,,,
COL18A1,,,
CACNG3,,,
HMBOX1,,,
MET,,,
FHOD3,,,
PRKD1,,,
ATP2B4,,,
TSPAN2,,,
SEMA5B,,,
DACH1,,,
GRIN2D,,,
PIP5K1B,,,
THRA,,,
SLC44A5,,,
TRHDE,,,
ZNF652,,,
IRF6,,,
ASAP1,,,
AKAP13,,,
TCF3,,,
MMP16,,,
MXD1,,,
HDAC2,,,
SPTSSB,,,
SUSD6,,,
FOXN3,,,
GIT2,,,
GRM1,,,
ADCYAP1R1,,,
KITLG,,,
IRX6,,,
PTCH1,,,
CELF5,,,
SCN1A-AS1,,,
ADRA1A,,,
PBX3,,,
NXN,,,
USP6NL,,,
BICC1,,,
CREM,,,
TGFBR3,,,
ZNF667,,,
TSC22D4,,,
ADGRF5,,,
NR3C2,,,
ZNF132,,,
LEPR,,,
PDGFC,,,
DLX6,,,
MFAP3L,,,
ZNF396,,,
CAST,,,
AMZ1,,,
RARA,,,
CDH5,,,
ANKRD6,,,
LRRC4C,,,
ARMC4,,,
SNTG2,,,
WWC1,,,
HOXC4,,,
SMAD3,,,
NLK,,,
ANKRD55,,,
RASGRF2,,,
KCNC2,,,
GLI3,,,
ZBTB21,,,
LINC00472,,,
GOT1,,,
SH3RF3,,,
CTCF,,,
ZBBX,,,
RFX4,,,
KLF9,,,
IRX4,,,
CADPS,,,
NMU,,,
ZNF616,,,
RAB7A,,,
ING4,,,
UGP2,,,
ATXN1,,,
PRKG2,,,
DSP,,,
ACVR1,,,
ELK4,,,
TOB2,,,
HNRNPA1,,,
MECP2,,,
PDE8B,,,
MYBL2,,,
APOE,,,
GRB14,,,
MINAR1,,,
BRINP3,,,
PRKAA2,,,
PHACTR3,,,
CKS2,,,
DRAM1,,,
DPH6,,,
HLCS,,,
LIN28B,,,
TMEM132D,,,
HIF3A,,,
OBSCN,,,
SLC2A3,,,
NETO2,,,
RUNX1T1,,,
THRB-AS1,,,
MIR31HG,,,
PXDNL,,,
PDZD2,,,
ALCAM,,,
PTBP3,,,
SLC12A2,,,
TSPAN18,,,
FERD3L,,,
ZNF827,,,
KIFC1,,,
EMID1,,,
