_BACKGROUND,5p,10p,15p
NRXN3,NRXN3,NRXN3,NRXN3
GRM7,GRM7,GRM7,GRM7
NLGN1,NLGN1,NLGN1,NLGN1
KCNB2,KCNB2,KCNB2,KCNB2
MYRIP,MYRIP,MYRIP,MYRIP
RAPGEF5,RAPGEF5,RAPGEF5,RAPGEF5
PLCB1,PLCB1,PLCB1,PLCB1
LINGO2,LINGO2,LINGO2,LINGO2
CTNNA2,CTNNA2,CTNNA2,CTNNA2
FLRT2,FLRT2,FLRT2,FLRT2
ZNF385B,ZNF385B,ZNF385B,ZNF385B
JAZF1,JAZF1,JAZF1,JAZF1
SETBP1,SETBP1,SETBP1,SETBP1
MEF2A,MEF2A,MEF2A,MEF2A
RGS6,RGS6,RGS6,RGS6
FAM13A,FAM13A,FAM13A,FAM13A
CHSY3,CHSY3,CHSY3,CHSY3
MEF2C,MEF2C,MEF2C,MEF2C
ZFPM2,ZFPM2,ZFPM2,ZFPM2
RCAN2,RCAN2,RCAN2,RCAN2
PEX5L,PEX5L,PEX5L,PEX5L
ATRNL1,ATRNL1,ATRNL1,ATRNL1
GTF2I,GTF2I,GTF2I,GTF2I
PLCB4,PLCB4,PLCB4,PLCB4
KLF12,KLF12,KLF12,KLF12
ADAMTS3,ADAMTS3,ADAMTS3,ADAMTS3
DTNA,DTNA,DTNA,DTNA
SOX5,SOX5,SOX5,SOX5
CDH2,CDH2,CDH2,CDH2
THRB,THRB,THRB,THRB
CADPS2,CADPS2,CADPS2,CADPS2
RFX3,RFX3,RFX3,RFX3
FKBP5,FKBP5,FKBP5,FKBP5
KIAA1958,KIAA1958,KIAA1958,KIAA1958
ADD3,ADD3,ADD3,ADD3
ZNF697,ZNF697,ZNF697,ZNF697
NRP1,NRP1,NRP1,NRP1
ARL6,ARL6,ARL6,ARL6
ESRRG,ESRRG,ESRRG,ESRRG
NETO1,NETO1,NETO1,NETO1
ZNF462,ZNF462,ZNF462,ZNF462
UGP2,UGP2,UGP2,UGP2
BICC1,BICC1,BICC1,BICC1
ATF2,ATF2,ATF2,ATF2
AKAP13,AKAP13,AKAP13,AKAP13
SLC4A4,SLC4A4,SLC4A4,SLC4A4
PTPN14,PTPN14,PTPN14,PTPN14
KCNC2,KCNC2,KCNC2,KCNC2
GAS2,GAS2,GAS2,GAS2
HDAC9,HDAC9,HDAC9,HDAC9
RBMS1,RBMS1,RBMS1,RBMS1
BBX,BBX,BBX,BBX
SNTG1,SNTG1,SNTG1,SNTG1
FAR2,FAR2,FAR2,FAR2
HP1BP3,HP1BP3,HP1BP3,HP1BP3
CNR1,CNR1,CNR1,CNR1
ZNF148,ZNF148,ZNF148,ZNF148
GULP1,GULP1,GULP1,GULP1
COL24A1,COL24A1,COL24A1,COL24A1
ETV3,ETV3,ETV3,ETV3
GLIS3,GLIS3,GLIS3,GLIS3
MAPK4,MAPK4,MAPK4,MAPK4
PRKD1,PRKD1,PRKD1,PRKD1
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
GLCE,GLCE,GLCE,GLCE
MYO1B,MYO1B,MYO1B,MYO1B
KDM4C,KDM4C,KDM4C,KDM4C
HTR4,HTR4,HTR4,HTR4
CNOT4,CNOT4,CNOT4,CNOT4
FOXJ3,FOXJ3,FOXJ3,FOXJ3
RAP2A,RAP2A,RAP2A,RAP2A
INPP4B,INPP4B,INPP4B,INPP4B
RARA,RARA,RARA,RARA
TLE1,TLE1,TLE1,TLE1
KCTD1,KCTD1,KCTD1,KCTD1
IGSF21,IGSF21,IGSF21,IGSF21
RUFY3,RUFY3,RUFY3,RUFY3
ERC2,ERC2,ERC2,ERC2
GPR37,GPR37,GPR37,GPR37
NFE2L2,NFE2L2,NFE2L2,NFE2L2
CDYL2,CDYL2,CDYL2,CDYL2
RSRP1,RSRP1,RSRP1,RSRP1
GAP43,GAP43,GAP43,GAP43
ZNF644,ZNF644,ZNF644,ZNF644
SPRED2,SPRED2,SPRED2,SPRED2
GRIA3,GRIA3,GRIA3,GRIA3
POU2F1,POU2F1,POU2F1,POU2F1
TRPS1,TRPS1,TRPS1,TRPS1
NAP1L1,NAP1L1,NAP1L1,NAP1L1
PHACTR1,PHACTR1,PHACTR1,PHACTR1
CDK6,CDK6,CDK6,CDK6
FOXN2,FOXN2,FOXN2,FOXN2
ZNF280D,ZNF280D,ZNF280D,ZNF280D
ZBTB2,ZBTB2,ZBTB2,ZBTB2
MTA3,MTA3,MTA3,MTA3
FOXP1,FOXP1,FOXP1,FOXP1
ARNTL,ARNTL,ARNTL,ARNTL
NWD2,NWD2,NWD2,NWD2
PRRG1,PRRG1,PRRG1,PRRG1
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
HIVEP2,HIVEP2,HIVEP2,HIVEP2
WIPF3,WIPF3,WIPF3,WIPF3
TENM2,,TENM2,TENM2
SATB2,,SATB2,SATB2
OLFM3,,OLFM3,OLFM3
PHF21A,,PHF21A,PHF21A
TFDP2,,TFDP2,TFDP2
MED12L,,MED12L,MED12L
NR3C1,,NR3C1,NR3C1
GAREM1,,GAREM1,GAREM1
LCOR,,LCOR,LCOR
TTTY14,,TTTY14,TTTY14
CLOCK,,CLOCK,CLOCK
ZBTB20,,ZBTB20,ZBTB20
IRF2,,IRF2,IRF2
ZEB1,,ZEB1,ZEB1
ZNF532,,ZNF532,ZNF532
CREB1,,CREB1,CREB1
CDC14B,,CDC14B,CDC14B
KCTD8,,KCTD8,KCTD8
FRMD5,,FRMD5,FRMD5
HS6ST3,,HS6ST3,HS6ST3
SLIT2,,SLIT2,SLIT2
NR3C2,,NR3C2,NR3C2
CUX1,,CUX1,CUX1
PDE10A,,PDE10A,PDE10A
NDST3,,NDST3,NDST3
SMAD5,,SMAD5,SMAD5
PACRG,,PACRG,PACRG
QKI,,QKI,QKI
PTPRK,,PTPRK,PTPRK
SMAD1,,SMAD1,SMAD1
NPAS3,,NPAS3,NPAS3
HBP1,,HBP1,HBP1
