_BACKGROUND,5p,10p,15p
SSTR1,SSTR1,SSTR1,SSTR1
RELN,RELN,RELN,RELN
SEMA3C,SEMA3C,SEMA3C,SEMA3C
PCDH15,PCDH15,PCDH15,PCDH15
LINC01197,LINC01197,LINC01197,LINC01197
NPAS3,NPAS3,NPAS3,NPAS3
EPHB6,EPHB6,EPHB6,EPHB6
PVT1,PVT1,PVT1,PVT1
GAREM1,GAREM1,GAREM1,GAREM1
CXADR,CXADR,CXADR,CXADR
MIR646HG,MIR646HG,MIR646HG,MIR646HG
OSTM1,OSTM1,OSTM1,OSTM1
SEMA5A,SEMA5A,SEMA5A,SEMA5A
PCDH10,PCDH10,PCDH10,PCDH10
MKRN3,MKRN3,MKRN3,MKRN3
DNAH6,DNAH6,DNAH6,DNAH6
SLC44A5,SLC44A5,SLC44A5,SLC44A5
GLRA2,GLRA2,GLRA2,GLRA2
ANXA11,ANXA11,ANXA11,ANXA11
PHLPP1,PHLPP1,PHLPP1,PHLPP1
SLC24A4,SLC24A4,SLC24A4,SLC24A4
KCNJ2,KCNJ2,KCNJ2,KCNJ2
ANKRD34B,ANKRD34B,ANKRD34B,ANKRD34B
ANKFN1,ANKFN1,ANKFN1,ANKFN1
FGF10-AS1,FGF10-AS1,FGF10-AS1,FGF10-AS1
FAT4,FAT4,FAT4,FAT4
COL19A1,COL19A1,COL19A1,COL19A1
TMEM108,TMEM108,TMEM108,TMEM108
KLHL13,KLHL13,KLHL13,KLHL13
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
COL5A2,COL5A2,COL5A2,COL5A2
FHOD3,FHOD3,FHOD3,FHOD3
IL1RAPL2,IL1RAPL2,IL1RAPL2,IL1RAPL2
DUSP16,DUSP16,DUSP16,DUSP16
SPATA13,SPATA13,SPATA13,SPATA13
KHDRBS2,KHDRBS2,KHDRBS2,KHDRBS2
GPC6,GPC6,GPC6,GPC6
PLOD2,PLOD2,PLOD2,PLOD2
RGS6,RGS6,RGS6,RGS6
IFT88,IFT88,IFT88,IFT88
PDE1C,PDE1C,PDE1C,PDE1C
COCH,COCH,COCH,COCH
TRPC4,TRPC4,TRPC4,TRPC4
GLRA3,GLRA3,GLRA3,GLRA3
CNTNAP3,CNTNAP3,CNTNAP3,CNTNAP3
NR2F2-AS1,NR2F2-AS1,NR2F2-AS1,NR2F2-AS1
NETO2,NETO2,NETO2,NETO2
TMEM47,TMEM47,TMEM47,TMEM47
MMP16,MMP16,MMP16,MMP16
LINC00327,LINC00327,LINC00327,LINC00327
MIR99AHG,MIR99AHG,MIR99AHG,MIR99AHG
PBX1,PBX1,PBX1,PBX1
TMEM150C,TMEM150C,TMEM150C,TMEM150C
FOXA2,FOXA2,FOXA2,FOXA2
HS6ST3,HS6ST3,HS6ST3,HS6ST3
PLCE1,PLCE1,PLCE1,PLCE1
SLC16A10,SLC16A10,SLC16A10,SLC16A10
PRKG1,PRKG1,PRKG1,PRKG1
SOX11,SOX11,SOX11,SOX11
GRM7,GRM7,GRM7,GRM7
NTN4,NTN4,NTN4,NTN4
ASIC4,ASIC4,ASIC4,ASIC4
PCSK5,PCSK5,PCSK5,PCSK5
ERBB4,ERBB4,ERBB4,ERBB4
RSPO2,RSPO2,RSPO2,RSPO2
LINC01115,LINC01115,LINC01115,LINC01115
ARHGAP20,ARHGAP20,ARHGAP20,ARHGAP20
ATP1B3,ATP1B3,ATP1B3,ATP1B3
DTNA,DTNA,DTNA,DTNA
SCN7A,SCN7A,SCN7A,SCN7A
GRID2,GRID2,GRID2,GRID2
CHGA,CHGA,CHGA,CHGA
