_BACKGROUND,5p,10p,15p
TCF4,TCF4,TCF4,TCF4
GRID2,GRID2,GRID2,GRID2
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
ANO10,ANO10,ANO10,ANO10
KCNB2,KCNB2,KCNB2,KCNB2
NEGR1,NEGR1,NEGR1,NEGR1
DPP10,DPP10,DPP10,DPP10
LRRFIP2,LRRFIP2,LRRFIP2,LRRFIP2
CHSY3,CHSY3,CHSY3,CHSY3
CTNND2,CTNND2,CTNND2,CTNND2
ESRRG,ESRRG,ESRRG,ESRRG
ACVR1,ACVR1,ACVR1,ACVR1
SATB2,SATB2,SATB2,SATB2
MARCH1,MARCH1,MARCH1,MARCH1
BTBD9,BTBD9,BTBD9,BTBD9
MEF2C,MEF2C,MEF2C,MEF2C
ZNF519,ZNF519,ZNF519,ZNF519
HDAC8,HDAC8,HDAC8,HDAC8
RASGEF1B,RASGEF1B,RASGEF1B,RASGEF1B
STAT5B,STAT5B,STAT5B,STAT5B
CLSTN2,CLSTN2,CLSTN2,CLSTN2
ZNF567,ZNF567,ZNF567,ZNF567
CDH18,CDH18,CDH18,CDH18
CNTN3,CNTN3,CNTN3,CNTN3
WLS,WLS,WLS,WLS
SCMH1,SCMH1,SCMH1,SCMH1
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
CELF4,CELF4,CELF4,CELF4
ATF7,ATF7,ATF7,ATF7
RAB7A,RAB7A,RAB7A,RAB7A
RBM17,RBM17,RBM17,RBM17
ZEB1,ZEB1,ZEB1,ZEB1
DSCAM,DSCAM,DSCAM,DSCAM
GMEB1,GMEB1,GMEB1,GMEB1
MLLT10,MLLT10,MLLT10,MLLT10
ZHX3,ZHX3,ZHX3,ZHX3
SPATS2,SPATS2,SPATS2,SPATS2
RIMS1,RIMS1,RIMS1,RIMS1
FOXO3,FOXO3,FOXO3,FOXO3
NRG1,NRG1,NRG1,NRG1
ASAP1,ASAP1,ASAP1,ASAP1
ZNF697,ZNF697,ZNF697,ZNF697
MIR137HG,MIR137HG,MIR137HG,MIR137HG
PTPRR,PTPRR,PTPRR,PTPRR
PRICKLE2,PRICKLE2,PRICKLE2,PRICKLE2
CARF,CARF,CARF,CARF
DLEU2,DLEU2,DLEU2,DLEU2
KIAA1211L,KIAA1211L,KIAA1211L,KIAA1211L
ARHGAP22,ARHGAP22,ARHGAP22,ARHGAP22
HGSNAT,HGSNAT,HGSNAT,HGSNAT
ZNF197,ZNF197,ZNF197,ZNF197
CNOT4,CNOT4,CNOT4,CNOT4
MARCH4,MARCH4,MARCH4,MARCH4
PCSK2,PCSK2,PCSK2,PCSK2
ZNF433,ZNF433,ZNF433,ZNF433
PDE4B,PDE4B,PDE4B,PDE4B
ZNF821,ZNF821,ZNF821,ZNF821
PTPRK,PTPRK,PTPRK,PTPRK
EP300,EP300,EP300,EP300
GRIN2B,GRIN2B,GRIN2B,GRIN2B
ZNF678,ZNF678,ZNF678,ZNF678
PCDH19,PCDH19,PCDH19,PCDH19
HDAC9,HDAC9,HDAC9,HDAC9
KCNH7,KCNH7,KCNH7,KCNH7
RORA,RORA,RORA,RORA
SHISA6,SHISA6,SHISA6,SHISA6
ZNF706,ZNF706,ZNF706,ZNF706
TLE1,TLE1,TLE1,TLE1
ZNF592,ZNF592,ZNF592,ZNF592
PRKCQ,PRKCQ,PRKCQ,PRKCQ
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
POU2F1,POU2F1,POU2F1,POU2F1
KLF12,KLF12,KLF12,KLF12
GRIK2,GRIK2,GRIK2,GRIK2
RHOBTB3,RHOBTB3,RHOBTB3,RHOBTB3
LUC7L2,LUC7L2,LUC7L2,LUC7L2
NFYC,NFYC,NFYC,NFYC
ZNF18,ZNF18,ZNF18,ZNF18
ZFP90,ZFP90,ZFP90,ZFP90
EMX1,EMX1,EMX1,EMX1
PRKAG2,PRKAG2,PRKAG2,PRKAG2
NFKB1,NFKB1,NFKB1,NFKB1
SGK1,SGK1,SGK1,SGK1
FOXP2,FOXP2,FOXP2,FOXP2
PLCL1,PLCL1,PLCL1,PLCL1
KHDRBS3,KHDRBS3,KHDRBS3,KHDRBS3
MYEF2,MYEF2,MYEF2,MYEF2
NR6A1,NR6A1,NR6A1,NR6A1
PUDP,PUDP,PUDP,PUDP
NR3C1,NR3C1,NR3C1,NR3C1
