_BACKGROUND,5p,10p,15p
TMCC1,TMCC1,TMCC1,TMCC1
SLC38A9,SLC38A9,SLC38A9,SLC38A9
NFIA,NFIA,NFIA,NFIA
ORC4,ORC4,ORC4,ORC4
SUPT3H,SUPT3H,SUPT3H,SUPT3H
BMPR1A,BMPR1A,BMPR1A,BMPR1A
LCOR,LCOR,LCOR,LCOR
PHF21A,PHF21A,PHF21A,PHF21A
RBPJ,RBPJ,RBPJ,RBPJ
PKP4,PKP4,PKP4,PKP4
NBEA,NBEA,NBEA,NBEA
STOX2,STOX2,STOX2,STOX2
ENOX1,ENOX1,ENOX1,ENOX1
SSBP2,SSBP2,SSBP2,SSBP2
ATP8A1,ATP8A1,ATP8A1,ATP8A1
RABGAP1L,RABGAP1L,RABGAP1L,RABGAP1L
PPM1H,PPM1H,PPM1H,PPM1H
L3MBTL4,L3MBTL4,L3MBTL4,L3MBTL4
TAPT1-AS1,TAPT1-AS1,TAPT1-AS1,TAPT1-AS1
ASXL3,ASXL3,ASXL3,ASXL3
RHOBTB1,RHOBTB1,RHOBTB1,RHOBTB1
ZNF652,ZNF652,ZNF652,ZNF652
CNTNAP2,CNTNAP2,CNTNAP2,CNTNAP2
SMAD2,SMAD2,SMAD2,SMAD2
NLGN4Y,NLGN4Y,NLGN4Y,NLGN4Y
FER,FER,FER,FER
DSE,DSE,DSE,DSE
RYR2,RYR2,RYR2,RYR2
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
GALNT13,GALNT13,GALNT13,GALNT13
LPGAT1,LPGAT1,LPGAT1,LPGAT1
LINC01135,LINC01135,LINC01135,LINC01135
BTBD10,BTBD10,BTBD10,BTBD10
FAT4,FAT4,FAT4,FAT4
SMG7,SMG7,SMG7,SMG7
PLPP1,PLPP1,PLPP1,PLPP1
ZCCHC7,ZCCHC7,ZCCHC7,ZCCHC7
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
VRK2,VRK2,VRK2,VRK2
NPAS3,NPAS3,NPAS3,NPAS3
CDK6,CDK6,CDK6,CDK6
ELOVL6,ELOVL6,ELOVL6,ELOVL6
FAR1,FAR1,FAR1,FAR1
FTCDNL1,FTCDNL1,FTCDNL1,FTCDNL1
PPM1L,PPM1L,PPM1L,PPM1L
AUTS2,AUTS2,AUTS2,AUTS2
ZFAND6,ZFAND6,ZFAND6,ZFAND6
HBP1,HBP1,HBP1,HBP1
SYT14,SYT14,SYT14,SYT14
MARCH1,MARCH1,MARCH1,MARCH1
KANK1,KANK1,KANK1,KANK1
TMEFF2,TMEFF2,TMEFF2,TMEFF2
PLPPR1,PLPPR1,PLPPR1,PLPPR1
ZNF644,ZNF644,ZNF644,ZNF644
MAGI2,MAGI2,MAGI2,MAGI2
CNOT4,CNOT4,CNOT4,CNOT4
FBN1,FBN1,FBN1,FBN1
CDH11,CDH11,CDH11,CDH11
SHOC2,SHOC2,SHOC2,SHOC2
RHBDD1,RHBDD1,RHBDD1,RHBDD1
MAPRE2,MAPRE2,MAPRE2,MAPRE2
RNF217,RNF217,RNF217,RNF217
HMBOX1,HMBOX1,HMBOX1,HMBOX1
PPFIA2,PPFIA2,PPFIA2,PPFIA2
AP3S1,AP3S1,AP3S1,AP3S1
SMURF1,SMURF1,SMURF1,SMURF1
TSPAN12,TSPAN12,TSPAN12,TSPAN12
MAGI1,MAGI1,MAGI1,MAGI1
KAT6B,KAT6B,KAT6B,KAT6B
GTDC1,GTDC1,GTDC1,GTDC1
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1
FOXP1,FOXP1,FOXP1,FOXP1
GREB1L,GREB1L,GREB1L,GREB1L
FBXL17,FBXL17,FBXL17,FBXL17
PCDH10,PCDH10,PCDH10,PCDH10
ELF2,ELF2,ELF2,ELF2
RASGEF1B,RASGEF1B,RASGEF1B,RASGEF1B
ADGRB3,ADGRB3,ADGRB3,ADGRB3
LMO7,LMO7,LMO7,LMO7
TXNDC16,TXNDC16,TXNDC16,TXNDC16
MTUS1,MTUS1,MTUS1,MTUS1
ATG10,ATG10,ATG10,ATG10
SFMBT2,SFMBT2,SFMBT2,SFMBT2
CDKL5,CDKL5,CDKL5,CDKL5
PDE4B,PDE4B,PDE4B,PDE4B
ZNF148,ZNF148,ZNF148,ZNF148
CREB1,CREB1,CREB1,CREB1
THOC2,THOC2,THOC2,THOC2
CDH2,CDH2,CDH2,CDH2
SMAD5,SMAD5,SMAD5,SMAD5
SNCA,SNCA,SNCA,SNCA
TMTC2,TMTC2,TMTC2,TMTC2
PTPN13,PTPN13,PTPN13,PTPN13
SRGAP1,SRGAP1,SRGAP1,SRGAP1
MOB3B,MOB3B,MOB3B,MOB3B
KANSL1L,KANSL1L,KANSL1L,KANSL1L
SPATS2L,SPATS2L,SPATS2L,SPATS2L
RORA,RORA,RORA,RORA
SPRED1,SPRED1,SPRED1,SPRED1
ATF2,ATF2,ATF2,ATF2
RASSF8,RASSF8,RASSF8,RASSF8
TCF12,TCF12,TCF12,TCF12
SIK2,SIK2,SIK2,SIK2
NAP1L1,NAP1L1,NAP1L1,NAP1L1
VEZF1,VEZF1,VEZF1,VEZF1
ZNF462,ZNF462,ZNF462,ZNF462
STXBP6,STXBP6,STXBP6,STXBP6
XPR1,XPR1,XPR1,XPR1
DPYSL5,DPYSL5,DPYSL5,DPYSL5
CHD1,CHD1,CHD1,CHD1
RUFY3,RUFY3,RUFY3,RUFY3
USP25,USP25,USP25,USP25
CNKSR3,CNKSR3,CNKSR3,CNKSR3
KLHL8,KLHL8,KLHL8,KLHL8
PTPRK,PTPRK,PTPRK,PTPRK
PAK1,PAK1,PAK1,PAK1
AP4S1,AP4S1,AP4S1,AP4S1
BARD1,BARD1,BARD1,BARD1
SH3GL3,SH3GL3,SH3GL3,SH3GL3
SERPINI1,SERPINI1,SERPINI1,SERPINI1
PPP3R1,PPP3R1,PPP3R1,PPP3R1
CGGBP1,CGGBP1,CGGBP1,CGGBP1
