,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.5049494787106323,0.7506398580937751
1,astro,1,0.6431955075100045,0.5085249652942129
2,astro,2,0.5750052335486162,0.42053501962718515
3,astro,3,0.503826004476714,0.3391750670608094
4,astro,4,0.5388448737037557,0.5095174989732401
5,endo,0,0.6520982717895788,0.6719413676827893
6,endo,1,0.6812834243916354,0.6284171540890814
7,endo,2,0.7055123131525186,0.5606584551921653
8,endo,3,0.5038639925505045,0.43103587155312917
9,endo,4,0.5663317935818418,0.5714013151550853
10,excitatory,0,0.6581781728996422,0.3213878398489382
11,excitatory,1,0.5956436478917754,0.7546401515151515
12,excitatory,2,0.5491616907693438,0.2782210401891253
13,excitatory,3,0.5218483793778177,0.23345334552231103
14,excitatory,4,0.3847992148466205,0.32658843053579895
15,inhibitory,0,0.5050568729222071,0.3358790670614054
16,inhibitory,1,0.5904007065506962,0.23387742338961853
17,inhibitory,2,0.5075717794005727,0.25760362842835427
18,inhibitory,3,0.42305787699455505,0.33488276977997294
19,inhibitory,4,0.5780679718718791,0.13645833333333335
20,micro,0,0.7529674754532043,0.582519617715479
21,micro,1,0.49796874160970445,0.4810463073125875
22,micro,2,0.7797501995415961,0.7659844926737674
23,micro,3,0.6531297760641926,0.7010208817344241
24,micro,4,0.1939216132713029,0.21205936617718818
25,oligo,0,0.6367389965794323,0.5790823604907203
26,oligo,1,0.5449212218172416,0.5423530673327756
27,oligo,2,0.4571138532661919,0.277105671162244
28,oligo,3,0.5468930951306432,0.6111590404738348
29,oligo,4,0.4623837649460769,0.5159152570884735
30,opc,0,0.681264205287497,0.4855165586929102
31,opc,1,0.685586532517634,0.31491658384241505
32,opc,2,0.564537606734123,0.7556007921816745
33,opc,3,0.6426998290503365,0.4934923266388783
34,opc,4,0.5333418475321811,0.671910584741471
35,vlmc,0,0.6793163496527987,0.6933741766528292
36,vlmc,1,0.6901971780264666,0.489925656801229
37,vlmc,2,0.6358616124603749,0.5543028389918125
38,vlmc,3,0.627175170415236,0.6689150835947778
39,vlmc,4,0.6692895709504134,0.4944978784651402
