_BACKGROUND,5p,10p,15p
UNC13B,UNC13B,UNC13B,UNC13B
NPNT,NPNT,NPNT,NPNT
SOX5,SOX5,SOX5,SOX5
PTPRF,PTPRF,PTPRF,PTPRF
PEX5L,PEX5L,PEX5L,PEX5L
MBD2,MBD2,MBD2,MBD2
FOXJ3,FOXJ3,FOXJ3,FOXJ3
PHF21A,PHF21A,PHF21A,PHF21A
SP3,SP3,SP3,SP3
LRP8,LRP8,LRP8,LRP8
LUZP2,LUZP2,LUZP2,LUZP2
ZNF148,ZNF148,ZNF148,ZNF148
INPP4B,INPP4B,INPP4B,INPP4B
SCAI,SCAI,SCAI,SCAI
ZFP1,ZFP1,ZFP1,ZFP1
TRPC4,TRPC4,TRPC4,TRPC4
LDAH,LDAH,LDAH,LDAH
ZNF706,ZNF706,ZNF706,ZNF706
SOS2,SOS2,SOS2,SOS2
RNF146,RNF146,RNF146,RNF146
CDYL,CDYL,CDYL,CDYL
NRXN3,NRXN3,NRXN3,NRXN3
POU2F1,POU2F1,POU2F1,POU2F1
MEIS2,MEIS2,MEIS2,MEIS2
BCLAF1,BCLAF1,BCLAF1,BCLAF1
KDM2A,KDM2A,KDM2A,KDM2A
FOXP1,FOXP1,FOXP1,FOXP1
NF1,NF1,NF1,NF1
PRKCE,PRKCE,PRKCE,PRKCE
ZNRF2,ZNRF2,ZNRF2,ZNRF2
PRICKLE2,PRICKLE2,PRICKLE2,PRICKLE2
DGKD,DGKD,DGKD,DGKD
GRM3,GRM3,GRM3,GRM3
UACA,UACA,UACA,UACA
MGAT4C,MGAT4C,MGAT4C,MGAT4C
CANX,CANX,CANX,CANX
NETO2,NETO2,NETO2,NETO2
ASB8,ASB8,ASB8,ASB8
JAZF1,JAZF1,JAZF1,JAZF1
RAD21,RAD21,RAD21,RAD21
ZFP90,ZFP90,ZFP90,ZFP90
GCHFR,GCHFR,GCHFR,GCHFR
ADGRL2,ADGRL2,ADGRL2,ADGRL2
FLNA,FLNA,FLNA,FLNA
BCL6,BCL6,BCL6,BCL6
GALNT7,GALNT7,GALNT7,GALNT7
OTUD4,OTUD4,OTUD4,OTUD4
PTPRG,PTPRG,PTPRG,PTPRG
FOXO3,FOXO3,FOXO3,FOXO3
MXD1,MXD1,MXD1,MXD1
NETO1,NETO1,NETO1,NETO1
KLHL32,KLHL32,KLHL32,KLHL32
PUM3,PUM3,PUM3,PUM3
CECR2,CECR2,CECR2,CECR2
NCBP3,NCBP3,NCBP3,NCBP3
PTPRR,PTPRR,PTPRR,PTPRR
HOMER1,HOMER1,HOMER1,HOMER1
LINC-PINT,LINC-PINT,LINC-PINT,LINC-PINT
PDGFC,PDGFC,PDGFC,PDGFC
ADAMTS5,ADAMTS5,ADAMTS5,ADAMTS5
ZCCHC14,ZCCHC14,ZCCHC14,ZCCHC14
DGKI,DGKI,DGKI,DGKI
GALNT13,GALNT13,GALNT13,GALNT13
ANKRD44,ANKRD44,ANKRD44,ANKRD44
FNDC3B,FNDC3B,FNDC3B,FNDC3B
ETNK1,ETNK1,ETNK1,ETNK1
CHSY3,CHSY3,CHSY3,CHSY3
GPR158,GPR158,GPR158,GPR158
TGFBR3,TGFBR3,TGFBR3,TGFBR3
MFAP3L,MFAP3L,MFAP3L,MFAP3L
CDH10,CDH10,CDH10,CDH10
NFAT5,NFAT5,NFAT5,NFAT5
KIAA0319,KIAA0319,KIAA0319,KIAA0319
TBPL1,TBPL1,TBPL1,TBPL1
NEURL1,NEURL1,NEURL1,NEURL1
CMTM8,CMTM8,CMTM8,CMTM8
NUDT4,NUDT4,NUDT4,NUDT4
SREBF2,SREBF2,SREBF2,SREBF2
SH3BP4,SH3BP4,SH3BP4,SH3BP4
ZNF438,ZNF438,ZNF438,ZNF438
PCDH19,PCDH19,PCDH19,PCDH19
SERTAD2,SERTAD2,SERTAD2,SERTAD2
ELAVL4,ELAVL4,ELAVL4,ELAVL4
AACS,AACS,AACS,AACS
B3GALT5,B3GALT5,B3GALT5,B3GALT5
STAU2,STAU2,STAU2,STAU2
TM7SF3,TM7SF3,TM7SF3,TM7SF3
LCOR,LCOR,LCOR,LCOR
SCMH1,SCMH1,SCMH1,SCMH1
JMJD1C,JMJD1C,JMJD1C,JMJD1C
C5orf66,C5orf66,C5orf66,C5orf66
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
ZDHHC11,ZDHHC11,ZDHHC11,ZDHHC11
P3H2-AS1,P3H2-AS1,P3H2-AS1,P3H2-AS1
DMTF1,DMTF1,DMTF1,DMTF1
LINC00710,LINC00710,LINC00710,LINC00710
NOS1AP,NOS1AP,NOS1AP,NOS1AP
ZNF624,ZNF624,ZNF624,ZNF624
MIAT,MIAT,MIAT,MIAT
FOXN4,FOXN4,FOXN4,FOXN4
DSCAM,DSCAM,DSCAM,DSCAM
ZNF37A,ZNF37A,ZNF37A,ZNF37A
ZHX3,ZHX3,ZHX3,ZHX3
ESRRG,ESRRG,ESRRG,ESRRG
TPM3,TPM3,TPM3,TPM3
RAB14,RAB14,RAB14,RAB14
ZNF682,ZNF682,ZNF682,ZNF682
SORT1,SORT1,SORT1,SORT1
ATXN1,ATXN1,ATXN1,ATXN1
SFPQ,SFPQ,SFPQ,SFPQ
USP6NL,USP6NL,USP6NL,USP6NL
ZNF639,ZNF639,ZNF639,ZNF639
LINC00578,LINC00578,LINC00578,LINC00578
RPH3A,RPH3A,RPH3A,RPH3A
ERG,ERG,ERG,ERG
KCNK12,KCNK12,KCNK12,KCNK12
ZNF772,ZNF772,ZNF772,ZNF772
BRINP1,BRINP1,BRINP1,BRINP1
SLIT3,SLIT3,SLIT3,SLIT3
TMEM267,,TMEM267,TMEM267
TAB2,,TAB2,TAB2
ASAP2,,ASAP2,ASAP2
DUSP16,,DUSP16,DUSP16
MIR29B2CHG,,MIR29B2CHG,MIR29B2CHG
RRAS2,,RRAS2,RRAS2
TMEM266,,TMEM266,TMEM266
MPPED1,,MPPED1,MPPED1
COL23A1,,COL23A1,COL23A1
SLC7A8,,SLC7A8,SLC7A8
WLS,,WLS,WLS
SHANK2,,SHANK2,SHANK2
ONECUT2,,ONECUT2,ONECUT2
CELF4,,CELF4,CELF4
DSTN,,DSTN,DSTN
TMEFF2,,TMEFF2,TMEFF2
PDZRN3,,PDZRN3,PDZRN3
PLAG1,,PLAG1,PLAG1
LSM6,,LSM6,LSM6
H2AFZ,,H2AFZ,H2AFZ
SLC2A13,,SLC2A13,SLC2A13
MYO1D,,MYO1D,MYO1D
CFAP61,,CFAP61,CFAP61
ZNF592,,ZNF592,ZNF592
WDFY1,,WDFY1,WDFY1
ZNF398,,ZNF398,ZNF398
NEK3,,NEK3,NEK3
GABPB1,,GABPB1,GABPB1
PDGFA,,PDGFA,PDGFA
RIMBP2,,RIMBP2,RIMBP2
MIR137HG,,MIR137HG,MIR137HG
PKDCC,,PKDCC,PKDCC
DAB1,,DAB1,DAB1
TXN,,TXN,TXN
SPDYE2,,SPDYE2,SPDYE2
AHCTF1,,AHCTF1,AHCTF1
DNMBP,,DNMBP,DNMBP
KHDRBS3,,KHDRBS3,KHDRBS3
NFIB,,NFIB,NFIB
PHACTR1,,PHACTR1,PHACTR1
KPNA1,,KPNA1,KPNA1
USP12,,USP12,USP12
FNBP1L,,FNBP1L,FNBP1L
NTRK2,,NTRK2,NTRK2
CARNMT1,,CARNMT1,CARNMT1
CAST,,CAST,CAST
FSIP1,,FSIP1,FSIP1
ZNF697,,ZNF697,ZNF697
FARP2,,FARP2,FARP2
CELF5,,CELF5,CELF5
CPEB2,,CPEB2,CPEB2
RAP1GAP2,,RAP1GAP2,RAP1GAP2
RMDN2,,RMDN2,RMDN2
LINC02347,,LINC02347,LINC02347
DLG3,,DLG3,DLG3
STK40,,STK40,STK40
ASIC2,,ASIC2,ASIC2
ELK4,,ELK4,ELK4
LAMC1,,LAMC1,LAMC1
FUT8,,FUT8,FUT8
GLB1L3,,GLB1L3,GLB1L3
ACTN4,,ACTN4,ACTN4
SBK1,,SBK1,SBK1
PFKFB3,,PFKFB3,PFKFB3
RASGRP1,,RASGRP1,RASGRP1
ARID1A,,ARID1A,ARID1A
SNAP25,,SNAP25,SNAP25
DPYSL5,,DPYSL5,DPYSL5
ODC1,,ODC1,ODC1
PRKAG2,,PRKAG2,PRKAG2
PXYLP1,,PXYLP1,PXYLP1
FAM102B,,FAM102B,FAM102B
KIAA1671,,KIAA1671,KIAA1671
SESN3,,SESN3,SESN3
NLGN4X,,NLGN4X,NLGN4X
AFF4,,AFF4,AFF4
STXBP6,,STXBP6,STXBP6
MBNL3,,MBNL3,MBNL3
ZNF273,,ZNF273,ZNF273
TCF12,,TCF12,TCF12
MIR497HG,,MIR497HG,MIR497HG
HLCS,,HLCS,HLCS
PTPN3,,PTPN3,PTPN3
LDLRAD4,,LDLRAD4,LDLRAD4
MMP16,,MMP16,MMP16
GRIN2B,,GRIN2B,GRIN2B
FZD3,,FZD3,FZD3
CELF2,,CELF2,CELF2
SMURF1,,SMURF1,SMURF1
MAN1A1,,MAN1A1,MAN1A1
POC1B,,POC1B,POC1B
TCP1,,TCP1,TCP1
PPP4R4,,PPP4R4,PPP4R4
