_BACKGROUND,5p,10p,15p
TCF4,TCF4,TCF4,TCF4
ZNF431,ZNF431,ZNF431,ZNF431
SHB,SHB,SHB,SHB
SSTR2,SSTR2,SSTR2,SSTR2
MEF2C,MEF2C,MEF2C,MEF2C
RASGEF1B,RASGEF1B,RASGEF1B,RASGEF1B
CRYM,CRYM,CRYM,CRYM
AGBL4,AGBL4,AGBL4,AGBL4
PLCB4,PLCB4,PLCB4,PLCB4
KLHL4,KLHL4,KLHL4,KLHL4
CADPS2,CADPS2,CADPS2,CADPS2
REEP3,REEP3,REEP3,REEP3
CDH18,CDH18,CDH18,CDH18
HRH1,HRH1,HRH1,HRH1
RNF220,RNF220,RNF220,RNF220
SORCS3,SORCS3,SORCS3,SORCS3
NRXN1,NRXN1,NRXN1,NRXN1
TRPM3,TRPM3,TRPM3,TRPM3
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1
FGD6,FGD6,FGD6,FGD6
BAZ1A,BAZ1A,BAZ1A,BAZ1A
ADAMTSL1,ADAMTSL1,ADAMTSL1,ADAMTSL1
CACNA2D3,CACNA2D3,CACNA2D3,CACNA2D3
NGEF,NGEF,NGEF,NGEF
KIAA1211L,KIAA1211L,KIAA1211L,KIAA1211L
JAM3,JAM3,JAM3,JAM3
GREM2,GREM2,GREM2,GREM2
PEX11G,PEX11G,PEX11G,PEX11G
SAMD3,SAMD3,SAMD3,SAMD3
ARNT2,ARNT2,ARNT2,ARNT2
GSN,GSN,GSN,GSN
HAPLN1,HAPLN1,HAPLN1,HAPLN1
RAB22A,RAB22A,RAB22A,RAB22A
ATP2B4,ATP2B4,ATP2B4,ATP2B4
PLPPR1,PLPPR1,PLPPR1,PLPPR1
DDAH1,DDAH1,DDAH1,DDAH1
ANKRD7,ANKRD7,ANKRD7,ANKRD7
BMPER,BMPER,BMPER,BMPER
SLC44A1,SLC44A1,SLC44A1,SLC44A1
SV2B,SV2B,SV2B,SV2B
TMEM178A,TMEM178A,TMEM178A,TMEM178A
LINC01122,LINC01122,LINC01122,LINC01122
ARMC4,ARMC4,ARMC4,ARMC4
COL23A1,COL23A1,COL23A1,COL23A1
TNR,TNR,TNR,TNR
UST,UST,UST,UST
PHF12,PHF12,PHF12,PHF12
ZIM2,ZIM2,ZIM2,ZIM2
ZNF620,ZNF620,ZNF620,ZNF620
CNKSR3,CNKSR3,CNKSR3,CNKSR3
LRGUK,LRGUK,LRGUK,LRGUK
RFTN1,RFTN1,RFTN1,RFTN1
