_BACKGROUND,5p,10p,15p
GAP43,GAP43,GAP43,GAP43
ITGA9,ITGA9,ITGA9,ITGA9
PUM3,PUM3,PUM3,PUM3
RORB,RORB,RORB,RORB
MRPS30-DT,MRPS30-DT,MRPS30-DT,MRPS30-DT
RTKN2,RTKN2,RTKN2,RTKN2
GULP1,GULP1,GULP1,GULP1
SYCP2,SYCP2,SYCP2,SYCP2
ANO3,ANO3,ANO3,ANO3
NECTIN3,NECTIN3,NECTIN3,NECTIN3
MPP7,MPP7,MPP7,MPP7
SPTSSB,SPTSSB,SPTSSB,SPTSSB
EFNA5,EFNA5,EFNA5,EFNA5
MCTP1,MCTP1,MCTP1,MCTP1
RMDN2,RMDN2,RMDN2,RMDN2
C5orf30,C5orf30,C5orf30,C5orf30
CTNNA2,CTNNA2,CTNNA2,CTNNA2
ADGRL2,ADGRL2,ADGRL2,ADGRL2
GLRA3,GLRA3,GLRA3,GLRA3
HHAT,HHAT,HHAT,HHAT
AQP4-AS1,AQP4-AS1,AQP4-AS1,AQP4-AS1
LINC00535,LINC00535,LINC00535,LINC00535
TLN2,TLN2,TLN2,TLN2
FAT3,FAT3,FAT3,FAT3
DOK6,DOK6,DOK6,DOK6
ELOVL7,ELOVL7,ELOVL7,ELOVL7
ST8SIA5,ST8SIA5,ST8SIA5,ST8SIA5
ZBTB43,ZBTB43,ZBTB43,ZBTB43
PRKCE,PRKCE,PRKCE,PRKCE
KCNH5,KCNH5,KCNH5,KCNH5
FRMD6,FRMD6,FRMD6,FRMD6
ZFPM2,ZFPM2,ZFPM2,ZFPM2
NWD2,NWD2,NWD2,NWD2
MAGI3,MAGI3,MAGI3,MAGI3
CLDN16,CLDN16,CLDN16,CLDN16
BHLHE40-AS1,BHLHE40-AS1,BHLHE40-AS1,BHLHE40-AS1
PPP4R4,PPP4R4,PPP4R4,PPP4R4
CFAP161,CFAP161,CFAP161,CFAP161
IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1
SYNPR,SYNPR,SYNPR,SYNPR
HTR2A,HTR2A,HTR2A,HTR2A
KDM4A,KDM4A,KDM4A,KDM4A
LAMB1,LAMB1,LAMB1,LAMB1
GRIK2,GRIK2,GRIK2,GRIK2
NETO2,NETO2,NETO2,NETO2
SLC26A4,SLC26A4,SLC26A4,SLC26A4
OR9Q1,OR9Q1,OR9Q1,OR9Q1
MEIS2,MEIS2,MEIS2,MEIS2
TNR,TNR,TNR,TNR
STS,STS,STS,STS
CNTN3,CNTN3,CNTN3,CNTN3
RNF217,RNF217,RNF217,RNF217
GAS2,GAS2,GAS2,GAS2
NRF1,NRF1,NRF1,NRF1
FOXP1,FOXP1,FOXP1,FOXP1
PDE10A,PDE10A,PDE10A,PDE10A
MXI1,MXI1,MXI1,MXI1
PDZRN3,PDZRN3,PDZRN3,PDZRN3
LDB2,LDB2,LDB2,LDB2
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
CDH18,CDH18,CDH18,CDH18
PARM1,PARM1,PARM1,PARM1
TIGD4,TIGD4,TIGD4,TIGD4
MARCH10,MARCH10,MARCH10,MARCH10
CDYL2,CDYL2,CDYL2,CDYL2
SPRED2,SPRED2,SPRED2,SPRED2
CERS6,CERS6,CERS6,CERS6
BRINP2,BRINP2,BRINP2,BRINP2
ATRNL1,ATRNL1,ATRNL1,ATRNL1
SLC44A1,SLC44A1,SLC44A1,SLC44A1
STAT4,STAT4,STAT4,STAT4
LINC01476,LINC01476,LINC01476,LINC01476
NR6A1,NR6A1,NR6A1,NR6A1
ANKRD30B,ANKRD30B,ANKRD30B,ANKRD30B
RNF144A,RNF144A,RNF144A,RNF144A
RAB3IP,RAB3IP,RAB3IP,RAB3IP
STARD4-AS1,STARD4-AS1,STARD4-AS1,STARD4-AS1
CA10,CA10,CA10,CA10
BTC,BTC,BTC,BTC
HIVEP2,HIVEP2,HIVEP2,HIVEP2
C4orf45,C4orf45,C4orf45,C4orf45
TMEM108,TMEM108,TMEM108,TMEM108
ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C
UBP1,UBP1,UBP1,UBP1
LIN28B,LIN28B,LIN28B,LIN28B
ELAVL2,ELAVL2,ELAVL2,ELAVL2
BARD1,BARD1,BARD1,BARD1
RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5
NPAS2,NPAS2,NPAS2,NPAS2
CCDC85A,CCDC85A,CCDC85A,CCDC85A
GCNT4,GCNT4,GCNT4,GCNT4
HUNK,HUNK,HUNK,HUNK
