_BACKGROUND,5p,10p,15p
BTBD8,BTBD8,BTBD8,BTBD8
CSRNP3,CSRNP3,CSRNP3,CSRNP3
DGKI,DGKI,DGKI,DGKI
KCNH3,KCNH3,KCNH3,KCNH3
GRIK5,GRIK5,GRIK5,GRIK5
UBTF,UBTF,UBTF,UBTF
GRIA1,GRIA1,GRIA1,GRIA1
FRMPD4,FRMPD4,FRMPD4,FRMPD4
SYN2,SYN2,SYN2,SYN2
VCAM1,VCAM1,VCAM1,VCAM1
BCL11A,BCL11A,BCL11A,BCL11A
HTR1E,HTR1E,HTR1E,HTR1E
IGSF21,IGSF21,IGSF21,IGSF21
FRMD4A,FRMD4A,FRMD4A,FRMD4A
ADARB2,ADARB2,ADARB2,ADARB2
GABRG3,GABRG3,GABRG3,GABRG3
RAB3C,RAB3C,RAB3C,RAB3C
UNC5D,UNC5D,UNC5D,UNC5D
HHAT,HHAT,HHAT,HHAT
MYO16,MYO16,MYO16,MYO16
FOXK2,FOXK2,FOXK2,FOXK2
KCNQ5,KCNQ5,KCNQ5,KCNQ5
USP43,USP43,USP43,USP43
GRB14,GRB14,GRB14,GRB14
GRIN2A,GRIN2A,GRIN2A,GRIN2A
UNC80,UNC80,UNC80,UNC80
KSR2,KSR2,KSR2,KSR2
CPNE4,CPNE4,CPNE4,CPNE4
ZNF845,ZNF845,ZNF845,ZNF845
RCAN3,RCAN3,RCAN3,RCAN3
SPATS2,SPATS2,SPATS2,SPATS2
ANKRD13B,ANKRD13B,ANKRD13B,ANKRD13B
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
BICDL1,BICDL1,BICDL1,BICDL1
ELF1,ELF1,ELF1,ELF1
MLXIPL,MLXIPL,MLXIPL,MLXIPL
GNAO1,GNAO1,GNAO1,GNAO1
CFAP77,CFAP77,CFAP77,CFAP77
DBF4,DBF4,DBF4,DBF4
SQLE,SQLE,SQLE,SQLE
PGAP1,PGAP1,PGAP1,PGAP1
NTNG1,NTNG1,NTNG1,NTNG1
GSX2,GSX2,GSX2,GSX2
SVEP1,SVEP1,SVEP1,SVEP1
