_BACKGROUND,5p,10p,15p
ETV1,ETV1,ETV1,ETV1
EGR1,EGR1,EGR1,EGR1
GYG2,GYG2,GYG2,GYG2
TRPS1,TRPS1,TRPS1,TRPS1
CACNB2,CACNB2,CACNB2,CACNB2
GPR17,GPR17,GPR17,GPR17
PIK3C3,PIK3C3,PIK3C3,PIK3C3
RBFOX2,RBFOX2,RBFOX2,RBFOX2
TENM2,TENM2,TENM2,TENM2
LGR4,LGR4,LGR4,LGR4
PON1,PON1,PON1,PON1
LIMCH1,LIMCH1,LIMCH1,LIMCH1
SLCO1C1,SLCO1C1,SLCO1C1,SLCO1C1
ZNF236,ZNF236,ZNF236,ZNF236
POLR3A,POLR3A,POLR3A,POLR3A
DLC1,DLC1,DLC1,DLC1
HGF,HGF,HGF,HGF
FOXG1,FOXG1,FOXG1,FOXG1
LCP2,LCP2,LCP2,LCP2
STT3B,STT3B,STT3B,STT3B
RPGR,RPGR,RPGR,RPGR
PHYHIPL,PHYHIPL,PHYHIPL,PHYHIPL
ZCCHC24,ZCCHC24,ZCCHC24,ZCCHC24
ZBTB41,ZBTB41,ZBTB41,ZBTB41
C2orf73,C2orf73,C2orf73,C2orf73
ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C
SIN3A,SIN3A,SIN3A,SIN3A
FOXK2,FOXK2,FOXK2,FOXK2
PCDH10,PCDH10,PCDH10,PCDH10
LINC00327,LINC00327,LINC00327,LINC00327
SPAG1,SPAG1,SPAG1,SPAG1
RNF180,RNF180,RNF180,RNF180
CLDN10,CLDN10,CLDN10,CLDN10
AHCYL2,AHCYL2,AHCYL2,AHCYL2
SIK3,SIK3,SIK3,SIK3
MYO1E,MYO1E,MYO1E,MYO1E
FCGR1B,FCGR1B,FCGR1B,FCGR1B
KIF5C,KIF5C,KIF5C,KIF5C
RAB27A,RAB27A,RAB27A,RAB27A
STIM2,STIM2,STIM2,STIM2
IQUB,IQUB,IQUB,IQUB
FANCL,FANCL,FANCL,FANCL
DNAI2,DNAI2,DNAI2,DNAI2
NECTIN3,NECTIN3,NECTIN3,NECTIN3
KLF6,KLF6,KLF6,KLF6
CXADR,CXADR,CXADR,CXADR
RFXAP,RFXAP,RFXAP,RFXAP
GABRG1,GABRG1,GABRG1,GABRG1
ATP13A4,ATP13A4,ATP13A4,ATP13A4
EXPH5,EXPH5,EXPH5,EXPH5
ZNF774,ZNF774,ZNF774,ZNF774
FCGR2A,FCGR2A,FCGR2A,FCGR2A
FPR1,FPR1,FPR1,FPR1
FGF12,FGF12,FGF12,FGF12
HEY2,HEY2,HEY2,HEY2
CCDC26,CCDC26,CCDC26,CCDC26
SLC7A11,SLC7A11,SLC7A11,SLC7A11
SIX3,SIX3,SIX3,SIX3
SLC16A2,SLC16A2,SLC16A2,SLC16A2
CGNL1,CGNL1,CGNL1,CGNL1
GADD45A,GADD45A,GADD45A,GADD45A
GRIA3,GRIA3,GRIA3,GRIA3
RANBP3L,RANBP3L,RANBP3L,RANBP3L
GFI1,GFI1,GFI1,GFI1
FAM133A,FAM133A,FAM133A,FAM133A
ZBED5-AS1,ZBED5-AS1,ZBED5-AS1,ZBED5-AS1
SOAT1,SOAT1,SOAT1,SOAT1
C4orf19,C4orf19,C4orf19,C4orf19
ANKRD46,ANKRD46,ANKRD46,ANKRD46
ZSCAN20,ZSCAN20,ZSCAN20,ZSCAN20
RB1,RB1,RB1,RB1
ARMH4,ARMH4,ARMH4,ARMH4
