_BACKGROUND,5p,10p,15p
SOX5,SOX5,SOX5,SOX5
CTNNA2,CTNNA2,CTNNA2,CTNNA2
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
RORA,RORA,RORA,RORA
ADGRL3,ADGRL3,ADGRL3,ADGRL3
CADM2,CADM2,CADM2,CADM2
NRXN1,NRXN1,NRXN1,NRXN1
GPM6A,GPM6A,GPM6A,GPM6A
ZNRF3,ZNRF3,ZNRF3,ZNRF3
FUT9,FUT9,FUT9,FUT9
FREM2,FREM2,FREM2,FREM2
EFNA5,EFNA5,EFNA5,EFNA5
KLF12,KLF12,KLF12,KLF12
FBXL7,FBXL7,FBXL7,FBXL7
CPE,CPE,CPE,CPE
ADGRB3,ADGRB3,ADGRB3,ADGRB3
ERBB4,ERBB4,ERBB4,ERBB4
ZFPM2,ZFPM2,ZFPM2,ZFPM2
ZC3H12C,ZC3H12C,ZC3H12C,ZC3H12C
PTPN4,PTPN4,PTPN4,PTPN4
EPHA6,EPHA6,EPHA6,EPHA6
NFIA,NFIA,NFIA,NFIA
PDE4D,PDE4D,PDE4D,PDE4D
CNTN1,CNTN1,CNTN1,CNTN1
PCSK5,PCSK5,PCSK5,PCSK5
ATP8A1,ATP8A1,ATP8A1,ATP8A1
RASSF8,RASSF8,RASSF8,RASSF8
KLHL32,KLHL32,KLHL32,KLHL32
SH3RF1,SH3RF1,SH3RF1,SH3RF1
WDR17,WDR17,WDR17,WDR17
CDH20,CDH20,CDH20,CDH20
CDH2,CDH2,CDH2,CDH2
ZNF644,ZNF644,ZNF644,ZNF644
MLLT3,MLLT3,MLLT3,MLLT3
ITM2B,ITM2B,ITM2B,ITM2B
KCTD8,KCTD8,KCTD8,KCTD8
GRM3,GRM3,GRM3,GRM3
EFCAB2,EFCAB2,EFCAB2,EFCAB2
EPS8,EPS8,EPS8,EPS8
PPM1L,PPM1L,PPM1L,PPM1L
PRKG1,PRKG1,PRKG1,PRKG1
ADCY2,ADCY2,ADCY2,ADCY2
CDK8,CDK8,CDK8,CDK8
DNM3,DNM3,DNM3,DNM3
PTPRK,PTPRK,PTPRK,PTPRK
SLC35F1,SLC35F1,SLC35F1,SLC35F1
SUPT3H,SUPT3H,SUPT3H,SUPT3H
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
RNF182,RNF182,RNF182,RNF182
ANKS1B,ANKS1B,ANKS1B,ANKS1B
ACSL3,ACSL3,ACSL3,ACSL3
FOXP1,FOXP1,FOXP1,FOXP1
ADNP,ADNP,ADNP,ADNP
UGP2,UGP2,UGP2,UGP2
SPRED1,SPRED1,SPRED1,SPRED1
CADM1,CADM1,CADM1,CADM1
MPPED2,MPPED2,MPPED2,MPPED2
PIK3CA,PIK3CA,PIK3CA,PIK3CA
RHOBTB3,RHOBTB3,RHOBTB3,RHOBTB3
ATG10,ATG10,ATG10,ATG10
PPFIA2,PPFIA2,PPFIA2,PPFIA2
ESRRG,ESRRG,ESRRG,ESRRG
LYPD6,LYPD6,LYPD6,LYPD6
NCOA2,NCOA2,NCOA2,NCOA2
FOXN3,FOXN3,FOXN3,FOXN3
IKZF2,IKZF2,IKZF2,IKZF2
BRINP3,BRINP3,BRINP3,BRINP3
CNKSR2,CNKSR2,CNKSR2,CNKSR2
TMEM150C,TMEM150C,TMEM150C,TMEM150C
SESN3,SESN3,SESN3,SESN3
TOX,TOX,TOX,TOX
NFE2L2,NFE2L2,NFE2L2,NFE2L2
LRP12,LRP12,LRP12,LRP12
ZNF521,ZNF521,ZNF521,ZNF521
ADD3-AS1,ADD3-AS1,ADD3-AS1,ADD3-AS1
SPATS2L,SPATS2L,SPATS2L,SPATS2L
PLEKHG1,PLEKHG1,PLEKHG1,PLEKHG1
SLC4A4,SLC4A4,SLC4A4,SLC4A4
PELI2,PELI2,PELI2,PELI2
FOXO1,FOXO1,FOXO1,FOXO1
THOC2,THOC2,THOC2,THOC2
NCOR1,NCOR1,NCOR1,NCOR1
ZNF827,ZNF827,ZNF827,ZNF827
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
ELOVL6,ELOVL6,ELOVL6,ELOVL6
SNCAIP,SNCAIP,SNCAIP,SNCAIP
KMT2A,KMT2A,KMT2A,KMT2A
PRNP,PRNP,PRNP,PRNP
NFAT5,NFAT5,NFAT5,NFAT5
ZNF516,ZNF516,ZNF516,ZNF516
PRKACB,PRKACB,PRKACB,PRKACB
ME1,ME1,ME1,ME1
FKBP5,FKBP5,FKBP5,FKBP5
PLPP1,PLPP1,PLPP1,PLPP1
LINC01184,LINC01184,LINC01184,LINC01184
PIK3R1,PIK3R1,PIK3R1,PIK3R1
OSBPL6,OSBPL6,OSBPL6,OSBPL6
MAP2,MAP2,MAP2,MAP2
ZHX1,ZHX1,ZHX1,ZHX1
MEF2A,MEF2A,MEF2A,MEF2A
POU2F1,POU2F1,POU2F1,POU2F1
WASF3,WASF3,WASF3,WASF3
LCORL,LCORL,LCORL,LCORL
BBX,BBX,BBX,BBX
ARNT2,ARNT2,ARNT2,ARNT2
PKIA,PKIA,PKIA,PKIA
SMURF1,SMURF1,SMURF1,SMURF1
PHF21A,PHF21A,PHF21A,PHF21A
GTDC1,GTDC1,GTDC1,GTDC1
LDLRAD4,LDLRAD4,LDLRAD4,LDLRAD4
NFYC,NFYC,NFYC,NFYC
NAP1L1,NAP1L1,NAP1L1,NAP1L1
FTCDNL1,FTCDNL1,FTCDNL1,FTCDNL1
TAPT1-AS1,TAPT1-AS1,TAPT1-AS1,TAPT1-AS1
XKR6,XKR6,XKR6,XKR6
INPP4B,INPP4B,INPP4B,INPP4B
THRB,THRB,THRB,THRB
CAMK2D,CAMK2D,CAMK2D,CAMK2D
NR3C1,NR3C1,NR3C1,NR3C1
SCMH1,SCMH1,SCMH1,SCMH1
CREB1,CREB1,CREB1,CREB1
PACRG,PACRG,PACRG,PACRG
PIK3C2A,PIK3C2A,PIK3C2A,PIK3C2A
ARHGAP24,ARHGAP24,ARHGAP24,ARHGAP24
