_BACKGROUND,5p,10p,15p
ARNT2,ARNT2,ARNT2,ARNT2
ZNF462,ZNF462,ZNF462,ZNF462
ELK3,ELK3,ELK3,ELK3
PLAG1,PLAG1,PLAG1,PLAG1
ZFX,ZFX,ZFX,ZFX
ZNF827,ZNF827,ZNF827,ZNF827
DSE,DSE,DSE,DSE
MGA,MGA,MGA,MGA
LCORL,LCORL,LCORL,LCORL
TWIST1,TWIST1,TWIST1,TWIST1
ZNF821,ZNF821,ZNF821,ZNF821
ZBTB21,ZBTB21,ZBTB21,ZBTB21
RBMS1,RBMS1,RBMS1,RBMS1
SLC12A8,SLC12A8,SLC12A8,SLC12A8
CNOT4,CNOT4,CNOT4,CNOT4
HIVEP2,HIVEP2,HIVEP2,HIVEP2
ADARB1,ADARB1,ADARB1,ADARB1
LINC01412,LINC01412,LINC01412,LINC01412
JAZF1,JAZF1,JAZF1,JAZF1
KCNMB4,KCNMB4,KCNMB4,KCNMB4
RAD21,RAD21,RAD21,RAD21
DAPK1,DAPK1,DAPK1,DAPK1
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1
DPY19L1,DPY19L1,DPY19L1,DPY19L1
DGKH,DGKH,DGKH,DGKH
SMURF1,SMURF1,SMURF1,SMURF1
AFF4,AFF4,AFF4,AFF4
GRIN2A,GRIN2A,GRIN2A,GRIN2A
RAB14,RAB14,RAB14,RAB14
SETBP1,SETBP1,SETBP1,SETBP1
RNF144A,RNF144A,RNF144A,RNF144A
NETO1,NETO1,NETO1,NETO1
PLEKHA1,PLEKHA1,PLEKHA1,PLEKHA1
XPR1,XPR1,XPR1,XPR1
ZHX1,ZHX1,ZHX1,ZHX1
NCOR1,NCOR1,NCOR1,NCOR1
VEZF1,VEZF1,VEZF1,VEZF1
ATP11B,ATP11B,ATP11B,ATP11B
MEF2C,MEF2C,MEF2C,MEF2C
DCLK1,DCLK1,DCLK1,DCLK1
ZBTB8A,ZBTB8A,ZBTB8A,ZBTB8A
ADNP,ADNP,ADNP,ADNP
PEX5L,PEX5L,PEX5L,PEX5L
ARNTL,ARNTL,ARNTL,ARNTL
SSX2IP,SSX2IP,SSX2IP,SSX2IP
GALNT11,GALNT11,GALNT11,GALNT11
TEAD1,TEAD1,TEAD1,TEAD1
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
LHFPL2,LHFPL2,LHFPL2,LHFPL2
SEMA6D,SEMA6D,SEMA6D,SEMA6D
PCDH11Y,PCDH11Y,PCDH11Y,PCDH11Y
HDAC2,HDAC2,HDAC2,HDAC2
JARID2,JARID2,JARID2,JARID2
ESR2,ESR2,ESR2,ESR2
KCNQ5,KCNQ5,KCNQ5,KCNQ5
SLC22A23,SLC22A23,SLC22A23,SLC22A23
FAM78B,FAM78B,FAM78B,FAM78B
PTPRN2,PTPRN2,PTPRN2,PTPRN2
STRBP,STRBP,STRBP,STRBP
SMAD4,SMAD4,SMAD4,SMAD4
GRIK1,GRIK1,GRIK1,GRIK1
EIF4G3,EIF4G3,EIF4G3,EIF4G3
ADGRB3,ADGRB3,ADGRB3,ADGRB3
PPP3CA,PPP3CA,PPP3CA,PPP3CA
GNG12,GNG12,GNG12,GNG12
EXTL3,EXTL3,EXTL3,EXTL3
KMT2A,KMT2A,KMT2A,KMT2A
SATB1,SATB1,SATB1,SATB1
HMBOX1,HMBOX1,HMBOX1,HMBOX1
FAM153A,FAM153A,FAM153A,FAM153A
SGK3,SGK3,SGK3,SGK3
TSC22D2,TSC22D2,TSC22D2,TSC22D2
SH3GL2,SH3GL2,SH3GL2,SH3GL2
USP45,USP45,USP45,USP45
STAT5B,STAT5B,STAT5B,STAT5B
FBXW7,FBXW7,FBXW7,FBXW7
FUT8,FUT8,FUT8,FUT8
KANSL1,KANSL1,KANSL1,KANSL1
ERC2,ERC2,ERC2,ERC2
ZNF516,ZNF516,ZNF516,ZNF516
OSBPL3,OSBPL3,OSBPL3,OSBPL3
SNAP25-AS1,SNAP25-AS1,SNAP25-AS1,SNAP25-AS1
LRRC8B,LRRC8B,LRRC8B,LRRC8B
UBE2W,UBE2W,UBE2W,UBE2W
JMJD1C,JMJD1C,JMJD1C,JMJD1C
FLRT2,FLRT2,FLRT2,FLRT2
HMGB2,HMGB2,HMGB2,HMGB2
AKT3,AKT3,AKT3,AKT3
KLF12,KLF12,KLF12,KLF12
PLAGL1,PLAGL1,PLAGL1,PLAGL1
PTPRD,PTPRD,PTPRD,PTPRD
TFDP2,TFDP2,TFDP2,TFDP2
PRKCE,PRKCE,PRKCE,PRKCE
NR2C2,NR2C2,NR2C2,NR2C2
FUT9,FUT9,FUT9,FUT9
HS6ST3,HS6ST3,HS6ST3,HS6ST3
ACVR1,ACVR1,ACVR1,ACVR1
EFNA5,EFNA5,EFNA5,EFNA5
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
OTUD4,OTUD4,OTUD4,OTUD4
MLLT10,MLLT10,MLLT10,MLLT10
ZNF438,ZNF438,ZNF438,ZNF438
REL,REL,REL,REL
PKNOX2,PKNOX2,PKNOX2,PKNOX2
SLC12A5,SLC12A5,SLC12A5,SLC12A5
B3GNT2,B3GNT2,B3GNT2,B3GNT2
KIAA0319,KIAA0319,KIAA0319,KIAA0319
EML6,EML6,EML6,EML6
HIVEP3,HIVEP3,HIVEP3,HIVEP3
ZBTB25,ZBTB25,ZBTB25,ZBTB25
CHD1,CHD1,CHD1,CHD1
MARCH3,MARCH3,MARCH3,MARCH3
LONRF1,LONRF1,LONRF1,LONRF1
RAI2,RAI2,RAI2,RAI2
AFF3,AFF3,AFF3,AFF3
FAR1,FAR1,FAR1,FAR1
CACNA1C,CACNA1C,CACNA1C,CACNA1C
NCK2,NCK2,NCK2,NCK2
BCL11A,BCL11A,BCL11A,BCL11A
KCTD8,KCTD8,KCTD8,KCTD8
SERPINI1,SERPINI1,SERPINI1,SERPINI1
TBC1D1,TBC1D1,TBC1D1,TBC1D1
ANKRD50,ANKRD50,ANKRD50,ANKRD50
NFYC,NFYC,NFYC,NFYC
PELI1,PELI1,PELI1,PELI1
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
VEGFC,,VEGFC,VEGFC
FAT4,,FAT4,FAT4
TENM2,,TENM2,TENM2
ZNF385B,,ZNF385B,ZNF385B
GALNT13,,GALNT13,GALNT13
LIFR,,LIFR,LIFR
PHACTR1,,PHACTR1,PHACTR1
FOXN3,,FOXN3,FOXN3
SPATS2L,,SPATS2L,SPATS2L
RABGAP1L,,RABGAP1L,RABGAP1L
ZNF706,,ZNF706,ZNF706
EPHA5,,EPHA5,EPHA5
TET1,,TET1,TET1
HIVEP1,,HIVEP1,HIVEP1
ATXN1,,ATXN1,ATXN1
PRKAA2,,PRKAA2,PRKAA2
GNG12-AS1,,GNG12-AS1,GNG12-AS1
NR6A1,,NR6A1,NR6A1
GABRG3,,GABRG3,GABRG3
MGAT4A,,MGAT4A,MGAT4A
FAM189A1,,FAM189A1,FAM189A1
ME1,,ME1,ME1
ZFP30,,ZFP30,ZFP30
RUNX2,,RUNX2,RUNX2
SMG7,,SMG7,SMG7
TMOD3,,TMOD3,TMOD3
FRAS1,,FRAS1,FRAS1
NLGN4Y,,NLGN4Y,NLGN4Y
DPYD,,DPYD,DPYD
PCDH9,,PCDH9,PCDH9
PDE4D,,PDE4D,PDE4D
JAZF1-AS1,,JAZF1-AS1,JAZF1-AS1
RAPH1,,RAPH1,RAPH1
GPR63,,GPR63,GPR63
BBX,,BBX,BBX
B4GALT6,,B4GALT6,B4GALT6
RARB,,RARB,RARB
VPS13A,,VPS13A,VPS13A
CADM1,,CADM1,CADM1
CDH20,,CDH20,CDH20
ANKS1B,,ANKS1B,ANKS1B
FIGN,,FIGN,FIGN
CELF2,,CELF2,CELF2
MAP2K4,,MAP2K4,MAP2K4
KLHL5,,KLHL5,KLHL5
CEP85L,,CEP85L,CEP85L
NKAIN2,,NKAIN2,NKAIN2
NUTM2A-AS1,,NUTM2A-AS1,NUTM2A-AS1
SALL1,,SALL1,SALL1
NTN4,,NTN4,NTN4
SLC35F4,,SLC35F4,SLC35F4
PLS1,,PLS1,PLS1
CNR1,,CNR1,CNR1
PAK1,,PAK1,PAK1
SPRED2,,SPRED2,SPRED2
PRR16,,PRR16,PRR16
CTNNB1,,CTNNB1,CTNNB1
SLC7A2,,SLC7A2,SLC7A2
GOLIM4,,GOLIM4,GOLIM4
NCAM1,,NCAM1,NCAM1
NCOA3,,NCOA3,NCOA3
GABRA2,,GABRA2,GABRA2
ZNF711,,ZNF711,ZNF711
ADGRL2,,ADGRL2,ADGRL2
CHSY3,,CHSY3,CHSY3
NRG1,,NRG1,NRG1
DCUN1D1,,DCUN1D1,DCUN1D1
TMEM150C,,TMEM150C,TMEM150C
GNG4,,GNG4,GNG4
MBNL1,,MBNL1,MBNL1
KCNB2,,KCNB2,KCNB2
SNCA,,SNCA,SNCA
RBPJ,,RBPJ,RBPJ
ELOVL6,,ELOVL6,ELOVL6
TOX,,TOX,TOX
CREB1,,CREB1,CREB1
SMAD2,,SMAD2,SMAD2
EFCAB2,,EFCAB2,EFCAB2
SNCAIP,,SNCAIP,SNCAIP
IRS1,,IRS1,IRS1
DPP4,,DPP4,DPP4
ZMAT4,,ZMAT4,ZMAT4
ANO10,,ANO10,ANO10
ZC4H2,,ZC4H2,ZC4H2
LRRC3B,,LRRC3B,LRRC3B
MAPK8,,MAPK8,MAPK8
TMEM117,,TMEM117,TMEM117
FCHO2,,FCHO2,FCHO2
AHR,,AHR,AHR
ST6GAL2,,ST6GAL2,ST6GAL2
PRRG1,,PRRG1,PRRG1
C2orf88,,C2orf88,C2orf88
YWHAZ,,YWHAZ,YWHAZ
NRIP1,,NRIP1,NRIP1
FBXL7,,FBXL7,FBXL7
FAM102B,,FAM102B,FAM102B
KLF3,,KLF3,KLF3
EFNB2,,EFNB2,EFNB2
FRMD5,,FRMD5,FRMD5
PLPP1,,PLPP1,PLPP1
LRP12,,LRP12,LRP12
RAB27A,,RAB27A,RAB27A
RIMS1,,RIMS1,RIMS1
RGS6,,RGS6,RGS6
PPM1L,,PPM1L,PPM1L
HECW2,,HECW2,HECW2
ARPP21,,ARPP21,ARPP21
SLC39A10,,SLC39A10,SLC39A10
CDH9,,CDH9,CDH9
CACNA2D1,,CACNA2D1,CACNA2D1
CDC14B,,CDC14B,CDC14B
NRN1,,NRN1,NRN1
KCNIP4,,KCNIP4,KCNIP4
PPARGC1A,,PPARGC1A,PPARGC1A
CSMD2,,CSMD2,CSMD2
BACH2,,BACH2,BACH2
MAML3,,MAML3,MAML3
SNAP25,,SNAP25,SNAP25
ZDHHC23,,ZDHHC23,ZDHHC23
THSD7B,,THSD7B,THSD7B
NR2F1-AS1,,NR2F1-AS1,NR2F1-AS1
PRNP,,PRNP,PRNP
PCDH19,,PCDH19,PCDH19
UNC5D,,UNC5D,UNC5D
GAP43,,GAP43,GAP43
VIPR1,,VIPR1,VIPR1
KCTD1,,KCTD1,KCTD1
INPP4B,,,INPP4B
BCAR3,,,BCAR3
CHRDL1,,,CHRDL1
HEATR5A,,,HEATR5A
PHF24,,,PHF24
ICA1L,,,ICA1L
KCNV1,,,KCNV1
SLC44A5,,,SLC44A5
RASSF8,,,RASSF8
CALN1,,,CALN1
ASXL3,,,ASXL3
RFX2,,,RFX2
NBEA,,,NBEA
SP4,,,SP4
CCDC25,,,CCDC25
THRB,,,THRB
EPB41L3,,,EPB41L3
GNAQ,,,GNAQ
WWP1,,,WWP1
FAM107B,,,FAM107B
ESRRG,,,ESRRG
UBE2E1,,,UBE2E1
LRFN5,,,LRFN5
SIK2,,,SIK2
LZTS1,,,LZTS1
CELF4,,,CELF4
GALNT7,,,GALNT7
GALNTL6,,,GALNTL6
TNPO1,,,TNPO1
PACRG,,,PACRG
CRISPLD1,,,CRISPLD1
SEMA3C,,,SEMA3C
HAPLN1,,,HAPLN1
DCX,,,DCX
KLHL2,,,KLHL2
FOXN2,,,FOXN2
TBL1X,,,TBL1X
SATB2,,,SATB2
ZNF639,,,ZNF639
CD163L1,,,CD163L1
RAP1B,,,RAP1B
MKLN1,,,MKLN1
ZFHX4,,,ZFHX4
GAS2,,,GAS2
ZNF197,,,ZNF197
NFYB,,,NFYB
FSTL4,,,FSTL4
ADRA1A,,,ADRA1A
HTR1E,,,HTR1E
TTN-AS1,,,TTN-AS1
ENOX1,,,ENOX1
KATNAL1,,,KATNAL1
SNX18,,,SNX18
SLC12A2,,,SLC12A2
ARHGEF28,,,ARHGEF28
CACNA1E,,,CACNA1E
NDST3,,,NDST3
MAP2,,,MAP2
SERTAD2,,,SERTAD2
OSBPL6,,,OSBPL6
ONECUT2,,,ONECUT2
TAF4B,,,TAF4B
ATRNL1,,,ATRNL1
CNTN4,,,CNTN4
ZNF664,,,ZNF664
NCOA2,,,NCOA2
PLD1,,,PLD1
CORO2B,,,CORO2B
NOS1AP,,,NOS1AP
ATF2,,,ATF2
RYR2,,,RYR2
KDM4C,,,KDM4C
NFIL3,,,NFIL3
ELAVL2,,,ELAVL2
