_BACKGROUND,5p,10p,15p
LSAMP,LSAMP,LSAMP,LSAMP
ARNT2,ARNT2,ARNT2,ARNT2
RHOBTB1,RHOBTB1,RHOBTB1,RHOBTB1
MIR99AHG,MIR99AHG,MIR99AHG,MIR99AHG
ZBTB16,ZBTB16,ZBTB16,ZBTB16
KCNQ3,KCNQ3,KCNQ3,KCNQ3
FOXO3,FOXO3,FOXO3,FOXO3
MEF2C,MEF2C,MEF2C,MEF2C
RBFOX2,RBFOX2,RBFOX2,RBFOX2
ZNF654,ZNF654,ZNF654,ZNF654
SASH1,SASH1,SASH1,SASH1
MIR181A1HG,MIR181A1HG,MIR181A1HG,MIR181A1HG
MYO3B,MYO3B,MYO3B,MYO3B
PHACTR3,PHACTR3,PHACTR3,PHACTR3
FAM13C,FAM13C,FAM13C,FAM13C
LCORL,LCORL,LCORL,LCORL
CDK8,CDK8,CDK8,CDK8
PKNOX2,PKNOX2,PKNOX2,PKNOX2
SNCAIP,SNCAIP,SNCAIP,SNCAIP
TCF4,TCF4,TCF4,TCF4
PDE1A,PDE1A,PDE1A,PDE1A
NCALD,NCALD,NCALD,NCALD
CCDC85A,CCDC85A,CCDC85A,CCDC85A
TNIK,TNIK,TNIK,TNIK
SLC44A5,SLC44A5,SLC44A5,SLC44A5
NOS1AP,NOS1AP,NOS1AP,NOS1AP
ZNF727,ZNF727,ZNF727,ZNF727
LHX2,LHX2,LHX2,LHX2
SYNPO2,SYNPO2,SYNPO2,SYNPO2
CDH11,CDH11,CDH11,CDH11
MMP16,MMP16,MMP16,MMP16
CFL2,CFL2,CFL2,CFL2
MTSS1,MTSS1,MTSS1,MTSS1
MARCH4,MARCH4,MARCH4,MARCH4
ARID5B,ARID5B,ARID5B,ARID5B
PPARD,PPARD,PPARD,PPARD
ZXDC,ZXDC,ZXDC,ZXDC
PGBD5,PGBD5,PGBD5,PGBD5
PTPRQ,PTPRQ,PTPRQ,PTPRQ
BCAT1,BCAT1,BCAT1,BCAT1
GRM1,GRM1,GRM1,GRM1
EPHA7,EPHA7,EPHA7,EPHA7
RAI14,RAI14,RAI14,RAI14
MAP2K6,MAP2K6,MAP2K6,MAP2K6
ADAMTS19-AS1,ADAMTS19-AS1,ADAMTS19-AS1,ADAMTS19-AS1
LINGO1,LINGO1,LINGO1,LINGO1
TRIM36,TRIM36,TRIM36,TRIM36
PTPN3,PTPN3,PTPN3,PTPN3
BMPER,BMPER,BMPER,BMPER
KLHL29,KLHL29,KLHL29,KLHL29
POU6F2,POU6F2,POU6F2,POU6F2
C5orf30,C5orf30,C5orf30,C5orf30
ZMIZ1-AS1,ZMIZ1-AS1,ZMIZ1-AS1,ZMIZ1-AS1
RUFY3,RUFY3,RUFY3,RUFY3
SEC24D,SEC24D,SEC24D,SEC24D
MTA3,MTA3,MTA3,MTA3
SYCP2,SYCP2,SYCP2,SYCP2
IGSF21,IGSF21,IGSF21,IGSF21
ZNF365,ZNF365,ZNF365,ZNF365
ZEB1,ZEB1,ZEB1,ZEB1
TCF12,TCF12,TCF12,TCF12
CACNA1E,CACNA1E,CACNA1E,CACNA1E
ATP1B3,ATP1B3,ATP1B3,ATP1B3
AKAP13,AKAP13,AKAP13,AKAP13
GPR37,GPR37,GPR37,GPR37
NLK,NLK,NLK,NLK
BICC1,BICC1,BICC1,BICC1
TRPS1,TRPS1,TRPS1,TRPS1
SPRED1,SPRED1,SPRED1,SPRED1
NPAS3,NPAS3,NPAS3,NPAS3
ARHGAP24,ARHGAP24,ARHGAP24,ARHGAP24
TPK1,TPK1,TPK1,TPK1
MICAL2,MICAL2,MICAL2,MICAL2
ZFP69B,ZFP69B,ZFP69B,ZFP69B
PRDM4,PRDM4,PRDM4,PRDM4
