_BACKGROUND,5p,10p,15p
KCNMB2,KCNMB2,KCNMB2,KCNMB2
CCDC150,CCDC150,CCDC150,CCDC150
KIAA1324L,KIAA1324L,KIAA1324L,KIAA1324L
ZNF678,ZNF678,ZNF678,ZNF678
CACNG2,CACNG2,CACNG2,CACNG2
LANCL1-AS1,LANCL1-AS1,LANCL1-AS1,LANCL1-AS1
ZBED5,ZBED5,ZBED5,ZBED5
ZBTB7A,ZBTB7A,ZBTB7A,ZBTB7A
LITAF,LITAF,LITAF,LITAF
CNTNAP4,CNTNAP4,CNTNAP4,CNTNAP4
LRRC1,LRRC1,LRRC1,LRRC1
ALCAM,ALCAM,ALCAM,ALCAM
ZHX2,ZHX2,ZHX2,ZHX2
SMIM12,SMIM12,SMIM12,SMIM12
TMEM144,TMEM144,TMEM144,TMEM144
KIRREL3,KIRREL3,KIRREL3,KIRREL3
EOMES,EOMES,EOMES,EOMES
PKIA,PKIA,PKIA,PKIA
NF1,NF1,NF1,NF1
MEIS1,MEIS1,MEIS1,MEIS1
KLF7,KLF7,KLF7,KLF7
PLCL1,PLCL1,PLCL1,PLCL1
ZNF536,ZNF536,ZNF536,ZNF536
LINC01630,LINC01630,LINC01630,LINC01630
TMEM123,TMEM123,TMEM123,TMEM123
NRXN3,NRXN3,NRXN3,NRXN3
PROX1,PROX1,PROX1,PROX1
LINC01170,LINC01170,LINC01170,LINC01170
NKX6-2,NKX6-2,NKX6-2,NKX6-2
CYP7B1,CYP7B1,CYP7B1,CYP7B1
NFIX,NFIX,NFIX,NFIX
RYBP,RYBP,RYBP,RYBP
TMEFF1,TMEFF1,TMEFF1,TMEFF1
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
SF1,SF1,SF1,SF1
CCNY,CCNY,CCNY,CCNY
NKAIN2,NKAIN2,NKAIN2,NKAIN2
NCKAP5,NCKAP5,NCKAP5,NCKAP5
RAI14,RAI14,RAI14,RAI14
VCAN,VCAN,VCAN,VCAN
ATF7,ATF7,ATF7,ATF7
PHYHIPL,PHYHIPL,PHYHIPL,PHYHIPL
COMMD10,COMMD10,COMMD10,COMMD10
BTD,BTD,BTD,BTD
GATAD1,GATAD1,GATAD1,GATAD1
HNF4G,HNF4G,HNF4G,HNF4G
PALM2-AKAP2,PALM2-AKAP2,PALM2-AKAP2,PALM2-AKAP2
NPAS4,NPAS4,NPAS4,NPAS4
C8orf34-AS1,C8orf34-AS1,C8orf34-AS1,C8orf34-AS1
SDK1,SDK1,SDK1,SDK1
CSMD1,CSMD1,CSMD1,CSMD1
DUSP10,DUSP10,DUSP10,DUSP10
CPM,CPM,CPM,CPM
BCAS3,BCAS3,BCAS3,BCAS3
DNAJC6,DNAJC6,DNAJC6,DNAJC6
NTRK2,NTRK2,NTRK2,NTRK2
LINC01608,LINC01608,LINC01608,LINC01608
GRM7,GRM7,GRM7,GRM7
UNC5C,UNC5C,UNC5C,UNC5C
ZBTB44,ZBTB44,ZBTB44,ZBTB44
TPD52,TPD52,TPD52,TPD52
LRRC8B,LRRC8B,LRRC8B,LRRC8B
OLIG1,OLIG1,OLIG1,OLIG1
ZBTB37,ZBTB37,ZBTB37,ZBTB37
AZI2,AZI2,AZI2,AZI2
RECK,RECK,RECK,RECK
ACYP2,ACYP2,ACYP2,ACYP2
LDLRAD3,LDLRAD3,LDLRAD3,LDLRAD3
RASGRP3,RASGRP3,RASGRP3,RASGRP3
CDK2AP1,CDK2AP1,CDK2AP1,CDK2AP1
INVS,INVS,INVS,INVS
TFEB,TFEB,TFEB,TFEB
COLGALT2,COLGALT2,COLGALT2,COLGALT2
SHQ1,SHQ1,SHQ1,SHQ1
MXD1,MXD1,MXD1,MXD1
URI1,URI1,URI1,URI1
ST18,ST18,ST18,ST18
USP31,USP31,USP31,USP31
PNPLA4,PNPLA4,PNPLA4,PNPLA4
CREB5,CREB5,CREB5,CREB5
VAPA,VAPA,VAPA,VAPA
CCDC122,CCDC122,CCDC122,CCDC122
APP,APP,APP,APP
TUBA1B,TUBA1B,TUBA1B,TUBA1B
SNTG1,SNTG1,SNTG1,SNTG1
C3orf14,C3orf14,C3orf14,C3orf14
TMEM64,TMEM64,TMEM64,TMEM64
SH3GL3,SH3GL3,SH3GL3,SH3GL3
PCBP3,PCBP3,PCBP3,PCBP3
HHIP,HHIP,HHIP,HHIP
LINC00609,LINC00609,LINC00609,LINC00609
PRTFDC1,PRTFDC1,PRTFDC1,PRTFDC1
LINC00251,LINC00251,LINC00251,LINC00251
CAMKMT,CAMKMT,CAMKMT,CAMKMT
ZFP37,ZFP37,ZFP37,ZFP37
C4orf45,C4orf45,C4orf45,C4orf45
EML4,EML4,EML4,EML4
ZNF397,ZNF397,ZNF397,ZNF397
MTHFD1,MTHFD1,MTHFD1,MTHFD1
C16orf87,C16orf87,C16orf87,C16orf87
C5orf64,C5orf64,C5orf64,C5orf64
LRRC4C,LRRC4C,LRRC4C,LRRC4C
MPP5,MPP5,MPP5,MPP5
NPTX2,NPTX2,NPTX2,NPTX2
WASF1,WASF1,WASF1,WASF1
TRIM28,TRIM28,TRIM28,TRIM28
DSE,DSE,DSE,DSE
LARP1B,LARP1B,LARP1B,LARP1B
LANCL1,LANCL1,LANCL1,LANCL1
MBNL2,MBNL2,MBNL2,MBNL2
GOLIM4,GOLIM4,GOLIM4,GOLIM4
RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1
SREBF1,SREBF1,SREBF1,SREBF1
FMNL2,FMNL2,FMNL2,FMNL2
SLC9B1,SLC9B1,SLC9B1,SLC9B1
MYC,MYC,MYC,MYC
SEMA6A-AS1,SEMA6A-AS1,SEMA6A-AS1,SEMA6A-AS1
NFE2L1,NFE2L1,NFE2L1,NFE2L1
DUSP16,DUSP16,DUSP16,DUSP16
RUNDC3B,RUNDC3B,RUNDC3B,RUNDC3B
TRIP13,TRIP13,TRIP13,TRIP13
PTCSC3,PTCSC3,PTCSC3,PTCSC3
TFCP2L1,TFCP2L1,TFCP2L1,TFCP2L1
