_BACKGROUND,5p,10p,15p
LINGO2,LINGO2,LINGO2,LINGO2
PCDH7,PCDH7,PCDH7,PCDH7
KIAA1549,KIAA1549,KIAA1549,KIAA1549
KCNJ6,KCNJ6,KCNJ6,KCNJ6
CNKSR2,CNKSR2,CNKSR2,CNKSR2
RIMS1,RIMS1,RIMS1,RIMS1
GRIK2,GRIK2,GRIK2,GRIK2
CDKL5,CDKL5,CDKL5,CDKL5
TMEM108,TMEM108,TMEM108,TMEM108
KCNT2,KCNT2,KCNT2,KCNT2
SYNGAP1,SYNGAP1,SYNGAP1,SYNGAP1
NWD2,NWD2,NWD2,NWD2
ZNF385B,ZNF385B,ZNF385B,ZNF385B
ARHGAP10,ARHGAP10,ARHGAP10,ARHGAP10
VSIG8,VSIG8,VSIG8,VSIG8
CDH8,CDH8,CDH8,CDH8
KCNIP4,KCNIP4,KCNIP4,KCNIP4
R3HDM1,R3HDM1,R3HDM1,R3HDM1
BRINP3,BRINP3,BRINP3,BRINP3
FBXW7,FBXW7,FBXW7,FBXW7
GRIN2B,GRIN2B,GRIN2B,GRIN2B
STYK1,STYK1,STYK1,STYK1
STXBP1,STXBP1,STXBP1,STXBP1
BRINP1,BRINP1,BRINP1,BRINP1
RAPGEF4,RAPGEF4,RAPGEF4,RAPGEF4
NRXN2,NRXN2,NRXN2,NRXN2
NEK10,NEK10,NEK10,NEK10
HS6ST3,HS6ST3,HS6ST3,HS6ST3
PPM1L,PPM1L,PPM1L,PPM1L
TRHDE-AS1,TRHDE-AS1,TRHDE-AS1,TRHDE-AS1
CELF5,CELF5,CELF5,CELF5
EPHA3,EPHA3,EPHA3,EPHA3
JPH4,JPH4,JPH4,JPH4
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
KCNH7,KCNH7,KCNH7,KCNH7
GLRB,GLRB,GLRB,GLRB
NECTIN3,NECTIN3,NECTIN3,NECTIN3
CADPS2,CADPS2,CADPS2,CADPS2
PTPRR,PTPRR,PTPRR,PTPRR
ZBBX,ZBBX,ZBBX,ZBBX
CPNE8,CPNE8,CPNE8,CPNE8
CSMD3,CSMD3,CSMD3,CSMD3
GLRA3,GLRA3,GLRA3,GLRA3
CHRM2,CHRM2,CHRM2,CHRM2
RGS6,RGS6,RGS6,RGS6
PTCHD1,PTCHD1,PTCHD1,PTCHD1
SLC4A10,SLC4A10,SLC4A10,SLC4A10
DOK6,DOK6,DOK6,DOK6
ADGRA1,ADGRA1,ADGRA1,ADGRA1
SERPINI1,SERPINI1,SERPINI1,SERPINI1
CNTN4,CNTN4,CNTN4,CNTN4
RAPGEF4-AS1,RAPGEF4-AS1,RAPGEF4-AS1,RAPGEF4-AS1
KIAA1549L,KIAA1549L,KIAA1549L,KIAA1549L
CCSER1,CCSER1,CCSER1,CCSER1
EPHA5,EPHA5,EPHA5,EPHA5
AFF3,AFF3,AFF3,AFF3
PAK3,PAK3,PAK3,PAK3
DAB1,DAB1,DAB1,DAB1
CPNE7,CPNE7,CPNE7,CPNE7
SPTSSB,SPTSSB,SPTSSB,SPTSSB
NYAP2,NYAP2,NYAP2,NYAP2
GRM5,GRM5,GRM5,GRM5
LIN7A,LIN7A,LIN7A,LIN7A
HECW1,HECW1,HECW1,HECW1
GRIA4,GRIA4,GRIA4,GRIA4
LIN28B-AS1,LIN28B-AS1,LIN28B-AS1,LIN28B-AS1
ZBTB45,ZBTB45,ZBTB45,ZBTB45
CASC15,CASC15,CASC15,CASC15
KIRREL3,KIRREL3,KIRREL3,KIRREL3
RORB,RORB,RORB,RORB
LRRC8B,LRRC8B,LRRC8B,LRRC8B
NPY1R,NPY1R,NPY1R,NPY1R
LNX1,LNX1,LNX1,LNX1
BCL11A,BCL11A,BCL11A,BCL11A
GOLM1,GOLM1,GOLM1,GOLM1
LIN28B,LIN28B,LIN28B,LIN28B
MMP17,MMP17,MMP17,MMP17
JPH1,JPH1,JPH1,JPH1
FAM135B,FAM135B,FAM135B,FAM135B
DANT2,DANT2,DANT2,DANT2
GPC6,GPC6,GPC6,GPC6
RARA,RARA,RARA,RARA
KCNJ3,KCNJ3,KCNJ3,KCNJ3
EPHA4,EPHA4,EPHA4,EPHA4
RAB23,RAB23,RAB23,RAB23
GPR158,GPR158,GPR158,GPR158
SPATS2L,SPATS2L,SPATS2L,SPATS2L
DLG3,DLG3,DLG3,DLG3
EPHA6,EPHA6,EPHA6,EPHA6
PDE10A,PDE10A,PDE10A,PDE10A
ERC2,ERC2,ERC2,ERC2
NTNG1,NTNG1,NTNG1,NTNG1
CACNA1G,CACNA1G,CACNA1G,CACNA1G
COL24A1,COL24A1,COL24A1,COL24A1
DLGAP3,DLGAP3,DLGAP3,DLGAP3
ARPP21,ARPP21,ARPP21,ARPP21
ATF2,ATF2,ATF2,ATF2
KCNQ5,KCNQ5,KCNQ5,KCNQ5
DPY19L1,DPY19L1,DPY19L1,DPY19L1
PCDH1,PCDH1,PCDH1,PCDH1
KCNN3,KCNN3,KCNN3,KCNN3
NRSN2,NRSN2,NRSN2,NRSN2
GABRB2,GABRB2,GABRB2,GABRB2
ARHGEF9,ARHGEF9,ARHGEF9,ARHGEF9
FGF5,FGF5,FGF5,FGF5
GRM8,GRM8,GRM8,GRM8
RSPO2,RSPO2,RSPO2,RSPO2
PAK1,PAK1,PAK1,PAK1
LRFN5,LRFN5,LRFN5,LRFN5
SMPD3,SMPD3,SMPD3,SMPD3
TBCEL,TBCEL,TBCEL,TBCEL
CDON,CDON,CDON,CDON
GRIK5,GRIK5,GRIK5,GRIK5
CLVS2,CLVS2,CLVS2,CLVS2
JMJD1C,JMJD1C,JMJD1C,JMJD1C
THRB,THRB,THRB,THRB
AFF2,AFF2,AFF2,AFF2
YWHAZ,YWHAZ,YWHAZ,YWHAZ
CACNG8,CACNG8,CACNG8,CACNG8
GPR63,GPR63,GPR63,GPR63
NPAS2,NPAS2,NPAS2,NPAS2
PDZD2,PDZD2,PDZD2,PDZD2
PPFIA2,PPFIA2,PPFIA2,PPFIA2
SSX2IP,SSX2IP,SSX2IP,SSX2IP
KCNK1,KCNK1,KCNK1,KCNK1
LRRC4C,LRRC4C,LRRC4C,LRRC4C
LINC00276,LINC00276,LINC00276,LINC00276
CNTNAP2,CNTNAP2,CNTNAP2,CNTNAP2
DCBLD2,DCBLD2,DCBLD2,DCBLD2
EPHA5-AS1,EPHA5-AS1,EPHA5-AS1,EPHA5-AS1
KITLG,KITLG,KITLG,KITLG
BICDL1,BICDL1,BICDL1,BICDL1
KHDRBS2,KHDRBS2,KHDRBS2,KHDRBS2
GULP1,GULP1,GULP1,GULP1
KCNB2,KCNB2,KCNB2,KCNB2
RAB27B,RAB27B,RAB27B,RAB27B
NIN,NIN,NIN,NIN
ANKS1B,ANKS1B,ANKS1B,ANKS1B
CADM2,CADM2,CADM2,CADM2
KLHL14,KLHL14,KLHL14,KLHL14
PDE4D,PDE4D,PDE4D,PDE4D
PTH2R,PTH2R,PTH2R,PTH2R
NAP1L1,NAP1L1,NAP1L1,NAP1L1
CFAP46,CFAP46,CFAP46,CFAP46
